celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,12.0,4.0,3,16.0,5.333333333333333,3,16.0,5.333333333333333,3,21.0,7.0,3,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,16.6,21.0,12.0,3.286335345030997,3.666666666666666,14,4.642857142857143,1,46-55,Entertainment
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,,3.0,11.0,23.0,7.666666666666667,3,24.0,8.0,3,22.0,7.333333333333333,3,24.0,8.0,3,27.0,9.0,3,26.9998,8.999933333333333,3,28.5,9.5,3,30.0,10.0,3,27.0,9.0,3,35.5,8.875,4,27.999899999999997,9.3333,3,26.909063636363634,35.5,22.0,3.786935917142704,7.166633333333333,15,4.933333333333334,0,26-35,Media
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,21.0,7.0,3,21.0,7.0,3,30.0,7.5,4,33.0,8.25,4,28.0,7.0,4,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0,27.5,33.0,21.0,5.319774431308154,7.0,16,4.8125,1,46-55,Entertainment
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,,,,,,,,,,,,,,,,,7.0,,7.0,25.0,6.25,4,31.0,7.75,4,29.0,7.25,4,29.0,7.25,4,28.0,7.0,4,28.0,7.0,4,29.5,7.375,4,,,0,,,0,,,0,,,0,28.5,31.0,25.0,1.848422751068236,0.16666666666666785,17,5.0,0,36-45,Entertainment
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,,,,,,,,,,,,,8.0,,8.0,24.0,6.0,4,24.0,6.0,4,25.0,6.25,4,22.0,7.333333333333333,3,24.0,8.0,3,30.0,7.5,4,33.0,8.25,4,26.0,8.666666666666666,3,,,0,,,0,,,0,26.0,33.0,22.0,3.6645015252516173,5.333333333333336,18,5.166666666666667,1,26-35,Sports
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,15.0,5.0,3,19.5,6.5,3,21.0,7.0,3,24.0,8.0,3,25.0,8.333333333333334,3,37.0,9.25,4,24.5,8.166666666666666,3,25.5,8.5,3,,,0,,,0,,,0,23.9375,37.0,15.0,6.355186296021766,10.5,19,5.2631578947368425,1,36-45,Sports
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,Unknown,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,,,,,8.0,,8.0,22.0,7.333333333333333,3,26.0,8.666666666666666,3,30.0,10.0,3,24.0,8.0,3,29.0,9.666666666666666,3,30.0,10.0,3,28.0,9.333333333333334,3,30.0,10.0,3,,,0,,,0,,,0,27.375,30.0,22.0,3.0676887530703447,3.333333333333332,20,5.3,0,36-45,Entertainment
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,2.0,15.0,5.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,15.0,15.0,0.0,,21,5.285714285714286,1,36-45,Sports
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,,,,,,,,,9.0,,9.0,18.0,6.0,3,19.0,6.333333333333333,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,27.0,9.0,3,24.9998,8.333266666666667,3,,,0,,,0,23.444422222222222,27.0,18.0,3.3582287004378433,6.666599999999999,22,5.545454545454546,1,36-45,Entertainment
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,,3.0,10.0,24.0,6.0,4,24.0,6.0,4,18.0,6.0,3,29.0,7.25,4,32.0,8.0,4,36.0,9.0,4,36.0,9.0,4,38.0,9.5,4,35.5,8.875,4,38.0,9.5,4,,,0,31.05,38.0,18.0,6.9938465016676545,15.166666666666664,23,5.608695652173913,1,26-35,Other
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,20.0,5.0,4,26.0,6.5,4,25.0,6.25,4,25.0,6.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.0,26.0,20.0,2.70801280154532,1.6666666666666643,24,5.5,1,>55,Media
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,16.0,5.333333333333333,3,15.0,5.0,3,16.0,5.333333333333333,3,22.0,7.333333333333333,3,21.0,7.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,17.5,22.0,15.0,3.146426544510455,3.666666666666666,0,6.814726840855107,1,>55,Entertainment
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,18.0,6.0,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,17.5,5.833333333333333,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,19.1,21.0,17.5,1.4317821063276353,0.5,1,7.0,1,>55,Entertainment
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,7.0,,7.0,21.0,7.0,3,22.0,7.333333333333333,3,21.0,7.0,3,23.5,7.833333333333333,3,21.0,7.0,3,29.9998,9.999933333333333,3,25.5,8.5,3,,,0,,,0,,,0,,,0,23.428542857142855,29.9998,21.0,3.3469303642079478,4.166599999999999,0,6.814726840855107,0,36-45,Model
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,,3.0,11.0,16.0,5.333333333333333,3,18.0,6.0,3,18.0,6.0,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,28.5,9.5,3,22.954545454545453,28.5,16.0,4.221697202870816,9.5,0,6.814726840855107,1,36-45,Entertainment
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,,1.0,10.0,21.0,5.25,4,25.0,6.25,4,19.0,6.333333333333333,3,31.5,7.875,4,28.0,7.0,4,40.0,10.0,4,34.0,8.5,4,35.0,8.75,4,37.5,9.375,4,40.0,10.0,4,,,0,31.1,40.0,19.0,7.58946638440411,15.833333333333332,1,3.0,1,26-35,Sports
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.5,9.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,23.0,5.75,4,24.0,6.0,4,29.0,7.25,4,28.0,7.0,4,35.0,8.75,4,,,0,,,0,,,0,,,0,,,0,,,0,27.8,35.0,23.0,4.764451699828638,5.333333333333336,2,2.0,1,≤25,Entertainment
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10.0,10.0,10.0,,,2.0,11.0,21.0,7.0,3,24.0,8.0,3,34.0,8.5,4,24.0,8.0,3,27.0,9.0,3,39.0,9.75,4,36.0,9.0,4,33.0,8.25,4,43.0,10.75,4,28.5,9.5,3,30.0,10.0,3,30.863636363636363,43.0,21.0,6.834072391667025,7.5000000000000036,3,5.0,1,46-55,Entertainment
Dwight Howard,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,,11.0,10.0,10.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,,7.0,22.0,7.333333333333333,3,22.0,7.333333333333333,3,26.0,6.5,4,29.0,7.25,4,24.0,8.0,3,31.0,10.333333333333334,3,24.0,8.0,3,,,0,,,0,,,0,,,0,25.428571428571427,31.0,22.0,3.4572215654165057,3.0,4,4.25,1,36-45,Sports
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,5.0,5.0,,,7.0,6.0,7.0,,7.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,,9.6666,9.6666,10.0,,,4.0,11.0,10.0,5.0,2,20.0,6.666666666666667,3,23.0,7.666666666666667,3,23.0,7.666666666666667,3,36.0,9.0,4,32.0,8.0,4,38.0,9.5,4,38.0,9.5,4,42.0,10.5,4,27.5,9.166666666666666,3,29.3332,9.777733333333334,3,28.98483636363636,42.0,10.0,9.515032805752456,15.277733333333334,0,6.814726840855107,1,26-35,Media
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,10.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.5,8.5,9.5,,8.5,8.5,8.0,,9.5,10.0,9.5,,,,,,,,,,9.0,,9.0,21.0,7.0,3,21.0,7.0,3,26.0,8.666666666666666,3,27.0,9.0,3,25.0,8.333333333333334,3,27.0,9.0,3,26.5,8.833333333333334,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,,,0,,,0,25.27777777777778,29.0,21.0,2.7054471801246547,4.166666666666664,0,6.814726840855107,1,26-35,Entertainment
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,7.0,,7.0,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,24.0,8.0,3,25.5,8.5,3,,,0,,,0,,,0,,,0,24.214285714285715,28.0,21.0,2.1574897229794407,1.1666666666666679,1,4.0,1,26-35,Entertainment
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,,1.0,10.0,24.5,8.166666666666666,3,24.0,8.0,3,28.0,9.333333333333334,3,26.0,8.666666666666666,3,29.0,9.666666666666666,3,26.0,8.666666666666666,3,30.0,10.0,3,27.5,9.166666666666666,3,24.5,8.166666666666666,3,30.0,10.0,3,,,0,26.95,30.0,24.0,2.2785229133512495,1.8333333333333321,2,5.0,1,36-45,Media
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,,,,,,,,,9.0,,9.0,21.0,7.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,27.0,9.0,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,26.0,8.666666666666666,3,,,0,,,0,25.555555555555557,28.0,21.0,2.2973414586817036,3.666666666666668,3,3.6666666666666665,1,26-35,Entertainment
Joanna Krupa,Derek Hough,Model,Unknown,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,,,,,,,,,9.0,,9.0,33.9999,11.3333,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,24.0,8.0,3,35.9999,11.999966666666666,3,27.5,9.166666666666666,3,26.0,8.666666666666666,3,27.0,9.0,3,,,0,,,0,27.055533333333333,35.9999,20.0,5.077142952241938,1.1666999999999987,4,4.0,0,26-35,Model
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,,1.0,10.0,25.0,8.333333333333334,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,35.9999,11.999966666666666,3,27.0,9.0,3,29.5,9.833333333333334,3,29.5,9.833333333333334,3,28.7777,9.592566666666666,3,,,0,28.07776,35.9999,23.0,3.559693356393996,3.9258999999999986,5,4.0,1,26-35,Entertainment
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,,1.0,10.0,24.0,8.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,36.5,9.125,4,28.5,9.5,3,30.0,10.0,3,30.0,10.0,3,,,0,27.9,36.5,24.0,3.9214509786273974,5.5,6,3.5,1,46-55,Entertainment
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,,3.0,10.0,20.0,6.666666666666667,3,23.0,7.666666666666667,3,27.0,9.0,3,29.0,9.666666666666666,3,24.0,8.0,3,29.0,9.666666666666666,3,26.5,8.833333333333334,3,26.0,8.666666666666666,3,33.4999,11.166633333333332,3,27.999899999999997,9.3333,3,,,0,26.59998,33.4999,20.0,3.7252641966860693,5.833266666666667,7,3.142857142857143,1,36-45,Entertainment
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,,,,,,,,,9.0,,9.0,21.0,7.0,3,25.0,8.333333333333334,3,27.0,9.0,3,26.0,8.666666666666666,3,27.0,9.0,3,29.999899999999997,9.999966666666666,3,28.5,9.5,3,26.5,8.833333333333334,3,29.5,9.833333333333334,3,,,0,,,0,26.72221111111111,29.999899999999997,21.0,2.6938564366185345,3.8333333333333357,8,3.125,1,26-35,Media
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,,2.0,10.0,22.0,7.333333333333333,3,25.0,8.333333333333334,3,26.5,8.833333333333334,3,39.5,9.875,4,28.25,9.416666666666666,3,28.0,9.333333333333334,3,37.9998,12.6666,3,27.8333,9.277766666666666,3,29.5,9.833333333333334,3,28.944300000000002,9.648100000000001,3,,,0,29.35274,39.5,22.0,5.420423685203133,4.259200000000003,9,3.2222222222222223,1,≤25,Sports
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,,1.0,10.0,21.0,7.0,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,29.0,9.666666666666666,3,27.5,9.166666666666666,3,29.0,9.666666666666666,3,30.0,10.0,3,,,0,26.75,30.0,21.0,2.5522321385189257,4.833333333333332,10,3.1,1,26-35,Entertainment
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,,1.0,11.0,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,31.999899999999997,10.666633333333332,3,29.5,9.833333333333334,3,28.0,9.333333333333334,3,25.5,8.5,3,39.5,9.875,4,31.333199999999998,10.4444,3,28.53028181818182,39.5,24.0,4.5029571991788195,7.111066666666666,11,2.909090909090909,1,26-35,Entertainment
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,,2.0,10.0,24.0,8.0,3,24.0,8.0,3,36.0,9.0,4,34.0,8.5,4,37.0,9.25,4,38.0,9.5,4,37.5,9.375,4,40.0,10.0,4,39.0,9.75,4,29.666600000000003,9.888866666666667,3,,,0,33.91666,40.0,24.0,5.971775280470996,8.2222,12,2.75,1,26-35,Sports
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,11.0,,11.0,32.0,8.0,4,33.0,8.25,4,40.0,10.0,4,33.0,8.25,4,32.0,8.0,4,36.0,9.0,4,37.5,9.375,4,40.0,10.0,4,37.0,9.25,4,38.0,9.5,4,38.0,9.5,4,36.04545454545455,40.0,32.0,3.0533141457647743,2.6666666666666643,13,2.6923076923076925,1,≤25,Media
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,,,,,,,,,9.0,,9.0,30.0,7.5,4,34.0,8.5,4,34.0,8.5,4,36.0,9.0,4,38.0,9.5,4,36.5,9.125,4,41.0,10.25,4,38.0,9.5,4,40.0,10.0,4,,,0,,,0,36.388888888888886,41.0,30.0,3.3891165679437925,7.0,14,2.7857142857142856,0,≤25,Sports
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,,1.0,11.0,24.0,8.0,3,24.0,8.0,3,32.0,8.0,4,28.0,9.333333333333334,3,37.0,9.25,4,40.0,10.0,4,29.0,9.666666666666666,3,28.0,9.333333333333334,3,30.0,10.0,3,31.5,10.5,3,30.0,10.0,3,30.318181818181817,40.0,24.0,4.849086136957805,3.833333333333332,15,2.8666666666666667,0,≤25,Media
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,,,,,,,,,9.0,,9.0,27.0,6.75,4,27.0,6.75,4,28.0,7.0,4,21.0,7.0,3,27.0,9.0,3,34.0,8.5,4,32.0,8.0,4,23.0,7.666666666666667,3,36.0,9.0,4,,,0,,,0,28.333333333333332,36.0,21.0,4.898979485566356,3.0,16,2.75,1,>55,Entertainment
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,18.0,6.0,3,18.0,6.0,3,17.0,5.666666666666667,3,16.0,5.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.25,18.0,16.0,0.9574271077563381,-0.6666666666666679,0,6.814726840855107,1,26-35,Media
