celebrity_name,ballroom_partner,celebrity_industry,industry_category,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,age_group,season,results,placement,elimination_week,final_place,weeks_participated,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,3,Eliminated Week 5,7,5.0,,5.0,24.4,28.0,22.0,2.8809720581775866,3.3333333333333357,1,6.0,1
Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,4,3rd Place,3,,3.0,10.0,26.233320000000003,30.0,21.0,3.3565762982870244,4.611066666666666,2,6.5,1
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Unknown,England,32,26-35,5,2nd Place,2,,2.0,10.0,27.23332,30.0,23.0,2.362509024462482,4.111066666666666,3,5.333333333333333,0
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,Sports,California,United States,31,26-35,7,Withdrew,10,-1.0,,2.0,21.0,21.0,21.0,0.0,,4,4.5,1
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Illinois,United States,38,36-45,8,Eliminated Week 3,12,3.0,,3.0,18.333333333333332,21.0,16.0,2.5166114784235836,,5,5.6,1
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,Entertainment,New York,United States,45,36-45,9,Eliminated Week 3,12,3.0,,3.0,20.0,22.0,17.0,2.6457513110645907,,6,6.666666666666667,1
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Media,Maine,United States,32,26-35,10,3rd Place,3,,3.0,10.0,24.94998,34.0,19.5,4.2127343988330335,4.833266666666667,7,7.428571428571429,1
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Mississippi,United States,31,26-35,11,Eliminated Week 9,4,9.0,,9.0,27.6111,36.5,21.0,5.504398367669258,8.5,8,6.875,1
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,12,2nd Place,2,,2.0,10.0,24.64999,30.0,20.0,3.300241237125283,5.833300000000001,9,6.555555555555555,1
Hope Solo,Maksim Chmerkoskiy,Athlete,Sports,Washington,United States,30,26-35,13,Eliminated Week 9,4,9.0,,9.0,23.055533333333333,26.0,19.0,2.4295484271773637,3.833266666666667,10,6.1,1
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,Entertainment,California,United States,47,46-55,14,Eliminated Week 8,5,8.0,,8.0,23.25,30.0,20.0,3.359421718944242,5.0,11,5.909090909090909,1
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,61,>55,15,Eliminated Week 8,7,8.0,,8.0,25.1562375,30.0,19.0,3.6813549283372358,5.666633333333333,12,5.833333333333333,1
Meryl Davis,Maksim Chmerkoskiy,Athlete,Sports,Michigan,United States,27,26-35,18,1st Place,1,,1.0,10.0,34.8,40.0,24.0,6.196773353931867,6.0000000000000036,13,5.923076923076923,1
Amber Rose,Maksim Chmerkoskiy,Model,Model,Pennsylvania,United States,32,26-35,23,Eliminated Week 6,9,6.0,,6.0,24.833333333333332,28.0,24.0,1.6020819787597222,1.0,14,5.571428571428571,1
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,Entertainment,California,United States,30,26-35,24,Eliminated Week 6,8,6.0,,6.0,32.833333333333336,37.0,28.0,3.3115957885386114,5.0000000000000036,15,5.8,1
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,Media,Unknown,Philippines,36,36-45,25,Eliminated Week 7,7,7.0,,7.0,25.5,36.0,21.0,4.958158260214505,6.5,16,5.9375,0
Sabrina Bryan,Mark Ballas,Actor/Actress,Entertainment,California,United States,23,≤25,5,Eliminated Week 6,7,6.0,,6.0,27.0,30.0,25.0,1.7888543819998317,1.3333333333333357,0,6.814726840855107,1
Kristi Yamaguchi,Mark Ballas,Athlete,Sports,California,United States,36,36-45,6,1st Place,1,,1.0,10.0,28.2,30.0,27.0,1.2516655570345725,1.6666666666666679,1,7.0,1
Kim Kardashian,Mark Ballas,TV Personality,Media,California,United States,27,26-35,7,Eliminated Week 2,11,2.0,,2.0,17.75,18.5,17.0,1.0606601717798212,,2,4.0,1
Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,8,1st Place,1,,1.0,11.0,26.454545454545453,30.0,23.0,2.018099916438052,4.0,3,6.333333333333333,1
Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,9,Eliminated Week 6,9,6.0,,6.0,22.833316666666665,28.0,19.0,3.4302507199425913,4.333299999999998,4,5.0,1
Shannen Doherty,Mark Ballas,Actor/Actress,Entertainment,Tennessee,United States,38,36-45,10,Eliminated Week 2,11,2.0,,2.0,19.0,20.0,18.0,1.4142135623730951,,5,5.8,1
Bristol Palin,Mark Ballas,TV Personality,Media,Alaska,United States,19,≤25,11,3rd Place,3,,3.0,10.0,22.91664,32.5,16.0,5.278775812460899,5.555533333333333,6,6.666666666666667,1
Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,12,3rd Place,3,,3.0,10.0,26.76666,36.5,18.0,5.354813826040599,10.555533333333333,7,6.142857142857143,1
Kristin Cavallari,Mark Ballas,TV Personality,Media,Colorado,United States,24,≤25,13,Eliminated Week 3,10,3.0,,3.0,21.666666666666668,24.0,19.0,2.5166114784235836,,8,5.75,1
Katherine Jenkins,Mark Ballas,Singer/Rapper,Entertainment,Unknown,Wales,31,26-35,14,2nd Place,2,,2.0,10.0,28.54999,38.9999,24.0,4.071894317677378,1.5,9,6.222222222222222,0
Bristol Palin,Mark Ballas,TV Personality,Media,Alaska,United States,21,≤25,15,Eliminated Week 4,9,4.0,,4.0,23.0,32.0,18.0,6.284902544988268,4.166666666666668,10,5.8,1
Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,16,Eliminated Week 10,4,10.0,,10.0,26.45,32.0,21.0,3.320391543176798,6.166666666666664,11,6.090909090909091,1
Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,17,Eliminated Week 5,9,5.0,,5.0,25.0,28.0,22.0,2.23606797749979,1.6666666666666679,12,5.916666666666667,1
Candace Cameron Bure,Mark Ballas,Actor/Actress,Entertainment,California,United States,37,36-45,18,3rd Place,3,,3.0,10.0,30.799979999999998,37.0,21.0,5.513638847198222,6.666599999999995,13,6.153846153846154,1
Sadie Robertson,Mark Ballas,TV Personality,Media,Louisiana,United States,17,≤25,19,2nd Place,2,,2.0,11.0,35.16665454545455,39.333200000000005,31.0,2.8411460914087603,5.27773333333333,14,5.928571428571429,1
Willow Shields,Mark Ballas,Actor/Actress,Entertainment,New Mexico,United States,14,≤25,20,Eliminated Week 7,7,7.0,,7.0,33.92857142857143,39.0,25.0,4.919591543246344,6.833333333333332,15,5.666666666666667,1
Alexa PenaVega,Mark Ballas,Actor/Actress,Entertainment,Florida,United States,27,26-35,21,Eliminated Week 9,6,9.0,,9.0,28.499977777777776,40.0,21.0,6.3737802758209705,1.166599999999999,16,5.75,1
Paige VanZant,Mark Ballas,Athlete,Sports,Oregon,United States,22,≤25,22,2nd Place,2,,2.0,10.0,27.76666,36.0,21.0,4.317060213772021,6.388866666666665,17,5.764705882352941,1
Lindsey Stirling,Mark Ballas,Musician,Entertainment,California,United States,31,26-35,25,2nd Place,2,,2.0,10.0,28.65,40.0,22.0,6.346696428501646,8.0,18,5.555555555555555,1
Charli D'Amelio,Mark Ballas,Social Media Personality,Media,Connecticut,United States,18,≤25,31,1st Place,1,,1.0,10.0,37.9,45.0,32.0,4.458450154232722,9.333333333333329,19,5.368421052631579,1
Whitney Leavitt,Mark Ballas,TV Personality,Media,Utah,United States,32,26-35,34,Eliminated Week 10,6,10.0,,10.0,31.05,42.0,15.0,9.476432755936052,16.500000000000004,20,5.15,1
Tatum O'Neal,Nick Kosovich,Actor/Actress,Entertainment,California,United States,42,36-45,2,Eliminated Week 2,9,2.0,,2.0,20.0,23.0,17.0,4.242640687119285,,0,6.814726840855107,1
Vivica A. Fox,Nick Kosovich,Actor/Actress,Entertainment,Indiana,United States,42,36-45,3,Eliminated Week 4,8,4.0,,4.0,24.25,27.0,22.0,2.0615528128088303,0.6666666666666679,1,9.0,1
Kate Flannery,Pasha Pashkov,Actor/Actress,Entertainment,Pennsylvania,United States,55,46-55,28,Eliminated Week 8,7,8.0,,8.0,23.374975,27.0,15.0,3.852159877170951,5.666599999999999,0,6.814726840855107,1
Carole Baskin,Pasha Pashkov,TV Personality,Media,Texas,United States,59,>55,29,Eliminated Week 3,14,3.0,,3.0,13.0,16.0,11.0,2.6457513110645907,,1,7.0,1
Christine Chiu,Pasha Pashkov,TV Personality,Media,Unknown,Taiwan China,38,36-45,30,Eliminated Week 3,14,3.0,,3.0,23.333333333333332,25.0,21.0,2.081665999466133,,2,10.5,0
Teresa Giudice,Pasha Pashkov,TV Personality,Media,New Jersey,United States,50,46-55,31,Eliminated Week 2,15,2.0,,2.0,21.5,23.0,20.0,2.1213203435596424,,3,11.666666666666666,1
Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,32,3rd Place,3,,3.0,11.0,30.863636363636363,42.0,20.0,7.836105247796603,6.833333333333332,4,12.5,1
Tori Spelling,Pasha Pashkov,Actor/Actress,Entertainment,California,United States,51,46-55,33,Eliminated Week 2,12,2.0,,2.0,18.0,19.0,17.0,1.4142135623730951,,5,10.6,1
Danielle Fishel,Pasha Pashkov,Actor/Actress,Entertainment,California,United States,44,36-45,34,Eliminated Week 8,8,8.0,,8.0,26.25,37.0,12.0,9.300537618869138,18.666666666666668,6,10.833333333333334,1
Metta World Peace (Ron),Peta Murgatroyd,Athlete,Sports,New York,United States,31,26-35,13,Eliminated Week 1,12,1.0,,1.0,14.0,14.0,14.0,,,0,6.814726840855107,1
Donald Driver,Peta Murgatroyd,Athlete,Sports,Texas,United States,37,36-45,14,1st Place,1,,1.0,10.0,27.11665,33.9999,21.0,3.411146489329748,4.888866666666665,1,12.0,1
Gilles Marini,Peta Murgatroyd,Actor/Actress,Entertainment,Unknown,France,36,36-45,15,Eliminated Week 8,6,8.0,,8.0,29.1284375,39.5,24.0,5.109596682416752,5.092500000000001,2,6.5,0
Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,16,Eliminated Week 8,6,8.0,,8.0,21.5,24.0,19.0,1.927248223318863,2.666666666666668,3,6.333333333333333,1
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,17,Eliminated Week 8,7,8.0,,8.0,25.8125,31.0,21.0,3.463457191057183,4.833333333333332,4,6.25,1
James Maslow,Peta Murgatroyd,Actor/Actress,Entertainment,New York,United States,23,≤25,18,Eliminated Week 10,4,10.0,,10.0,33.0,40.0,21.0,6.036923425424944,7.0000000000000036,5,6.4,1
Tommy Chong,Peta Murgatroyd,Comedian,Entertainment,Unknown,Canada,76,>55,19,Eliminated Week 10,5,10.0,,10.0,28.65,34.0,23.0,2.8289181285038594,-0.16666666666666785,6,6.0,0
Michael Sam,Peta Murgatroyd,Athlete,Sports,Texas,United States,25,≤25,20,Eliminated Week 4,10,4.0,,4.0,27.0,30.0,24.0,2.581988897471611,1.3333333333333321,7,5.857142857142857,1
Nyle DiMarco,Peta Murgatroyd,Model,Model,New York,United States,26,26-35,22,1st Place,1,,1.0,10.0,27.84998,37.0,20.0,5.0113708485580855,6.166599999999995,8,6.375,1
Nick Viall,Peta Murgatroyd,TV Personality,Media,Wisconsin,United States,36,36-45,24,Eliminated Week 7,6,7.0,,7.0,29.071428571428573,34.0,24.0,4.147575310031266,7.833333333333336,9,5.777777777777778,1
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Entertainment,Kentucky,United States,43,36-45,25,Eliminated Week 6,9,6.0,,6.0,21.333333333333332,26.0,18.0,2.8047578623950176,4.0,10,5.8,1
Lamar Odom,Peta Murgatroyd,Athlete,Sports,New York,United States,39,36-45,28,Eliminated Week 4,10,4.0,,4.0,13.75,20.0,11.0,4.193248541803041,3.0,11,6.090909090909091,1
Veron Davis,Peta Murgatroyd,Athlete,Sports,Washington D.C.,United States,36,36-45,29,Eliminated Week 6,11,6.0,,6.0,20.166666666666668,22.0,17.0,2.136976056643281,2.333333333333332,12,6.416666666666667,1
Jason Lewis,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,51,46-55,31,Eliminated Week 1,16,1.0,,1.0,18.0,18.0,18.0,,,13,6.769230769230769,1
Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,32,Eliminated Week 8,7,8.0,,8.0,24.6875,35.0,15.0,7.887320294534224,14.499999999999996,14,7.428571428571429,1
Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,32,Eliminated Week 9,6,9.0,,9.0,23.22222222222222,32.0,12.0,7.120003121097943,13.0,0,6.814726840855107,0
Stephen Nedoroscik,Rylee Arnold,Athlete,Sports,Florida,United States,26,26-35,33,4th Place,4,,4.0,9.0,26.88888888888889,33.0,21.0,4.021642837337884,3.0,1,6.0,1
Scott Hoying,Rylee Arnold,Singer/Rapper,Entertainment,California,United States,34,26-35,34,Eliminated Week 6,10,6.0,,6.0,21.5,30.0,10.0,7.20416546173115,9.666666666666664,2,5.0,1
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,17,Eliminated Week 7,8,7.0,,7.0,25.142857142857142,30.0,20.0,3.236694374850748,5.333333333333332,0,6.814726840855107,0
Kim Fields,Sasha Farber,Actor/Actress,Entertainment,New York,United States,46,46-55,22,Eliminated Week 7,8,7.0,,7.0,24.428571428571427,32.0,19.0,4.613644360558612,5.666666666666668,1,8.0,1
Terra Jole,Sasha Farber,TV Personality,Media,Texas,United States,36,36-45,23,Eliminated Week 10,5,10.0,,10.0,29.45,38.0,24.0,4.437529342625992,2.0,2,8.0,1
Simone Biles,Sasha Farber,Athlete,Sports,Ohio,United States,20,≤25,24,Eliminated Week 9,4,9.0,,9.0,35.166666666666664,40.0,29.0,3.640054944640259,7.333333333333336,3,7.0,1
Tonya Harding,Sasha Farber,Athlete,Sports,Oregon,United States,47,46-55,26,3rd Place,3,,3.0,4.0,29.75,35.0,23.0,5.377421934967226,1.6666666666666679,4,6.25,1
Mary Lou Retton,Sasha Farber,Athlete,Sports,West Virginia,United States,50,46-55,27,Eliminated Week 6,9,6.0,,6.0,23.666666666666668,26.0,20.0,2.0655911179772892,2.666666666666668,5,5.6,1
Ally Brooke,Sasha Farber,Singer/Rapper,Entertainment,Texas,United States,26,26-35,28,3rd Place,3,,3.0,11.0,27.318181818181817,40.0,16.0,6.3256332776755535,13.166666666666664,6,6.166666666666667,1
Justina Machado,Sasha Farber,Actor/Actress,Entertainment,Illinois,United States,48,46-55,29,4th Place,4,,4.0,11.0,25.090872727272725,30.0,19.0,3.645643478205435,7.999933333333331,7,5.714285714285714,1
Suni Lee,Sasha Farber,Athlete,Sports,Minnesota,United States,18,≤25,30,Eliminated Week 9,5,9.0,,9.0,32.94444444444444,42.0,21.0,6.2771631950888285,12.166666666666668,8,5.5,1
Selma Blair,Sasha Farber,Actor/Actress,Entertainment,Michigan,United States,50,46-55,31,Withdrew,12,-1.0,,5.0,31.2,40.0,28.0,5.215361924162119,5.333333333333336,9,5.444444444444445,1
Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,32,5th Place,5,,5.0,11.0,25.545454545454547,36.0,13.0,7.424468147465331,9.333333333333332,10,6.1,1
Jenn Tran,Sasha Farber,TV Personality,Media,Florida,United States,26,26-35,33,Eliminated Week 6,7,6.0,,6.0,26.25,32.0,19.0,6.064239441183041,6.5,11,6.0,1
Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,16,Eliminated Week 7,7,7.0,,7.0,18.928571428571427,21.5,17.0,1.8803495115840263,0.5,0,6.814726840855107,1
Keyshawn Johnson,Sharna Burgess,Athlete,Sports,California,United States,41,36-45,17,Eliminated Week 2,12,2.0,,2.0,17.5,18.0,17.0,0.7071067811865476,,1,7.0,1
Charlie White,Sharna Burgess,Athlete,Sports,Michigan,United States,26,26-35,18,Eliminated Week 9,5,9.0,,9.0,34.166666666666664,40.0,25.0,5.024937810560445,8.500000000000004,2,9.5,1
Tavis Smiley,Sharna Burgess,Radio Personality,Media,Mississippi,United States,50,46-55,19,Eliminated Week 2,12,2.0,,2.0,28.5,29.0,28.0,0.7071067811865476,,3,8.0,1
Noah Galloway,Sharna Burgess,Motivational Speaker,Other,Alabama,United States,33,26-35,20,3rd Place,3,,3.0,10.0,32.05,38.0,26.0,4.387165625118594,7.4999999999999964,4,9.0,1
Nick Carter,Sharna Burgess,Singer/Rapper,Entertainment,New York,United States,35,26-35,21,2nd Place,2,,2.0,11.0,29.818181818181817,39.0,22.5,5.25486787309028,0.6666666666666679,5,7.8,1
Antonio Brown,Sharna Burgess,Athlete,Sports,Florida,United States,27,26-35,22,Eliminated Week 9,5,9.0,,9.0,25.38888888888889,35.0,19.0,4.897561751638372,6.833333333333332,6,6.833333333333333,1
James Hinchcliffe,Sharna Burgess,Racing Driver,Sports,Unknown,Canada,29,26-35,23,2nd Place,2,,2.0,11.0,32.772690909090905,38.9998,28.0,4.227037218065283,5.166599999999999,7,6.571428571428571,0
Bonner Bolton,Sharna Burgess,Athlete,Sports,Texas,United States,29,26-35,24,Eliminated Week 8,5,8.0,,8.0,28.4375,32.0,22.0,3.6394416761758546,5.833333333333332,8,6.0,1
Derek Fisher,Sharna Burgess,Athlete,Sports,Arkansas,United States,43,36-45,25,Eliminated Week 4,11,4.0,,4.0,20.25,23.0,18.0,2.217355782608345,1.6666666666666679,9,5.888888888888889,1
Josh Norman,Sharna Burgess,Athlete,Sports,South Carolina,United States,30,26-35,26,2nd Place,2,,2.0,4.0,30.5,38.0,24.0,5.873670062235365,1.4999999999999964,10,6.4,1
Bobby Bones,Sharna Burgess,Radio Personality,Media,Arkansas,United States,38,36-45,27,1st Place,1,,1.0,9.0,22.38888888888889,27.0,19.5,2.7474735869724225,4.5,11,6.0,1
Jesse Metcalfe,Sharna Burgess,Actor/Actress,Entertainment,California,United States,41,36-45,29,Eliminated Week 5,12,5.0,,5.0,19.6,21.0,18.0,1.140175425099138,0.6666666666666679,12,5.583333333333333,1
Brian Austin Green,Sharna Burgess,Actor/Actress,Entertainment,California,United States,48,46-55,30,Eliminated Week 4,13,4.0,,4.0,23.0,26.0,19.0,2.943920288775949,0.6666666666666679,13,6.076923076923077,1
Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,2,3rd Place,3,,3.0,8.0,27.520812499999998,30.0,22.0,2.641894800780844,2.7221666666666664,0,6.814726840855107,1
Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,3,Withdrew,6,-1.0,,5.0,21.0,25.0,15.0,3.9370039370059056,2.666666666666668,1,3.0,1
Leeza Gibbons,Tony Dovolani,TV Personality,Media,South Carolina,United States,50,46-55,4,Eliminated Week 4,9,4.0,,4.0,19.0,24.0,15.0,4.242640687119285,0.33333333333333215,2,4.5,1
Jane Seymour,Tony Dovolani,Actor/Actress,Entertainment,Unknown,England,56,>55,5,Eliminated Week 7,6,7.0,,7.0,24.428571428571427,27.0,21.0,2.2253945610567474,0.33333333333333215,3,6.0,0
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,35,26-35,6,Eliminated Week 9,4,9.0,,9.0,23.22222222222222,26.0,18.0,3.1135902820449006,6.333333333333336,4,6.0,1
Susan Lucci,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,61,>55,7,Eliminated Week 7,6,7.0,,7.0,21.928571428571427,24.0,18.5,1.966989481173608,2.833333333333332,5,5.6,1
Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,8,3rd Place,3,,3.0,11.0,26.681818181818183,29.0,23.0,2.2053653583105826,2.8333333333333357,6,5.666666666666667,1
Kathy Ireland,Tony Dovolani,Model,Model,California,United States,46,46-55,9,Eliminated Week 2,14,2.0,,2.0,18.99995,19.9999,18.0,1.4141428516949766,,7,5.285714285714286,1
Kate Gosselin,Tony Dovolani,TV Personality,Media,Pennsylvania,United States,35,26-35,10,Eliminated Week 5,8,5.0,,5.0,15.4,16.0,15.0,0.5477225575051662,0.0,8,6.375,1
Audrina Patridge,Tony Dovolani,TV Personality,Media,California,United States,25,≤25,11,Eliminated Week 6,7,6.0,,6.0,24.333299999999998,31.9998,19.0,4.36646920749477,3.3332666666666633,9,6.555555555555555,1
Wendy Williams,Tony Dovolani,TV Personality,Media,New Jersey,United States,46,46-55,12,Eliminated Week 3,10,3.0,,3.0,15.333333333333334,17.0,14.0,1.5275252316519468,,10,6.6,1
Chynna Phillips,Tony Dovolani,Singer/Rapper,Entertainment,California,United States,43,36-45,13,Eliminated Week 4,9,4.0,,4.0,22.5,26.0,21.0,2.3804761428476167,-0.33333333333333215,11,6.909090909090909,1
Martina Navratilova,Tony Dovolani,Athlete,Sports,Unknown,Czechoslovakia,55,46-55,14,Eliminated Week 2,12,2.0,,2.0,18.5,20.0,17.0,2.1213203435596424,,12,7.083333333333333,0
Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,29,26-35,15,1st Place,1,,1.0,10.0,29.33607,38.9999,21.0,5.406697929019769,5.536933333333334,13,7.461538461538462,1
Wynonna Judd,Tony Dovolani,Singer/Rapper,Entertainment,Kentucky,United States,48,46-55,16,Eliminated Week 3,11,3.0,,3.0,17.0,18.0,15.0,1.7320508075688772,,14,7.0,1
Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,17,Eliminated Week 10,5,10.0,,10.0,25.699990000000003,32.5,21.0,3.3927953078545716,6.166666666666668,15,7.266666666666667,1
NeNe Leakes,Tony Dovolani,TV Personality,Media,New York,United States,46,46-55,18,Eliminated Week 7,7,7.0,,7.0,29.571428571428573,36.0,21.0,6.051367417290709,9.666666666666668,16,7.125,1
Betsey Johnson,Tony Dovolani,Fashion Designer,Other,Connecticut,United States,72,>55,19,Eliminated Week 4,10,4.0,,4.0,26.5,29.0,20.0,4.358898943540674,3.0,17,7.117647058823529,1
Suzanne Somers,Tony Dovolani,Actor/Actress,Entertainment,California,United States,68,>55,20,Eliminated Week 5,9,5.0,,5.0,26.8,28.0,25.0,1.6431676725154982,1.0,18,7.277777777777778,1
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Media,Florida,United States,37,36-45,21,Withdrew,11,-1.0,,2.0,15.25,18.5,12.0,4.596194077712559,,19,7.368421052631579,1
Marla Maples,Tony Dovolani,TV Personality,Media,Georgia,United States,52,46-55,22,Eliminated Week 4,10,4.0,,4.0,22.5,28.0,20.0,3.696845502136472,2.333333333333332,20,7.55,1
Nancy Grace,Tristan MacManus,TV Personality,Media,Georgia,United States,51,46-55,13,Eliminated Week 8,5,8.0,,8.0,21.125,24.0,16.0,2.295181287579947,3.3333333333333357,0,6.814726840855107,1
Gladys Knight,Tristan MacManus,Singer/Rapper,Entertainment,Georgia,United States,67,>55,14,Eliminated Week 6,8,6.0,,6.0,22.0,24.0,19.0,2.0976176963403033,0.0,1,5.0,1
Pamela Anderson,Tristan MacManus,Model,Model,Unknown,Canada,45,36-45,15,Eliminated Week 1,13,1.0,,1.0,17.0,17.0,17.0,,,2,6.5,0
Dorothy Hamill,Tristan MacManus,Athlete,Sports,Illinois,United States,56,>55,16,Withdrew,12,-1.0,,2.0,18.0,21.0,15.0,4.242640687119285,,3,8.666666666666666,1
Valerie Harper,Tristan MacManus,Actor/Actress,Entertainment,New York,United States,74,>55,17,Eliminated Week 4,10,4.0,,4.0,18.5,21.0,16.0,2.0816659994661326,-1.0,4,9.5,1
Bill Nye,Tyne Stecklein,TV Personality,Media,Washington D.C.,United States,57,>55,17,Eliminated Week 3,11,3.0,,3.0,15.666666666666666,17.0,14.0,1.5275252316519468,,0,6.814726840855107,1
Phaedra Parks,Val Chmerkovskiy,TV Personality,Media,Georgia,United States,51,46-55,33,Eliminated Week 5,8,5.0,,5.0,24.8,32.0,19.0,5.263078946776307,5.333333333333332,0,6.814726840855107,1
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social Media Personality,Media,Florida,United States,24,≤25,34,2nd Place,2,,2.0,11.0,30.136363636363637,43.0,13.0,9.203507236621562,14.0,0,6.814726840855107,1
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Unknown,Italy,33,26-35,13,Eliminated Week 2,11,2.0,,2.0,18.0,21.0,15.0,4.242640687119285,,0,6.814726840855107,0
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Illinois,United States,44,36-45,14,Eliminated Week 4,10,4.0,,4.0,22.75,24.0,21.0,1.2583057392117916,-0.6666666666666643,1,11.0,1
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Pennsylvania,United States,36,36-45,15,3rd Place,3,,3.0,10.0,28.13052,37.5,21.5,5.180386665062325,4.685066666666668,2,10.5,1
Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,16,2nd Place,2,,2.0,10.0,27.299979999999998,30.0,24.0,2.097631469485948,3.500066666666669,3,8.0,1
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,17,Eliminated Week 9,6,9.0,,9.0,26.555533333333333,31.9998,24.0,2.4036442249218166,2.0,4,6.5,1
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,39,36-45,18,Eliminated Week 8,6,8.0,,8.0,33.125,39.0,24.0,5.986592162013855,8.666666666666664,5,6.4,1
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Hawaii,United States,25,≤25,19,3rd Place,3,,3.0,11.0,36.1818,43.0,29.0,4.07596904306203,4.499933333333331,6,6.333333333333333,1
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Kentucky,United States,26,26-35,20,1st Place,1,,1.0,10.0,36.25,40.0,32.0,3.2080627591533597,7.333333333333329,7,5.857142857142857,1
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Entertainment,Maryland,United States,38,36-45,21,Withdrew,5,-1.0,,9.0,28.444444444444443,40.0,23.0,5.240732561176708,-0.33333333333333215,8,5.25,1
Ginger Zee,Valentin Chmerkovskiy,News Anchor,Media,California,United States,35,26-35,22,3rd Place,3,,3.0,10.0,27.083319999999997,36.0,21.0,4.887148680365679,7.111066666666666,9,5.222222222222222,1
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,Sports,New Jersey,United States,16,≤25,23,1st Place,1,,1.0,11.0,32.98483636363637,40.0,25.0,4.453727573005051,5.1110666666666695,10,5.0,1
Normani,Valentin Chmerkovskiy,Singer/Rapper,Entertainment,Georgia,United States,20,≤25,24,3rd Place,3,,3.0,10.0,35.883320000000005,42.0,27.0,4.585291460698606,7.944400000000002,11,4.636363636363637,1
Victoria Arlen,Valentin Chmerkovskiy,Athlete,Sports,New Hamshire,United States,22,≤25,25,Eliminated Week 9,5,9.0,,9.0,25.38888888888889,31.0,19.0,3.8550111687401256,5.833333333333332,12,4.5,1
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,Entertainment,New York,United States,52,46-55,27,Eliminated Week 3,11,3.0,,3.0,20.666666666666668,22.0,19.5,1.2583057392117916,,13,4.538461538461538,1
