season,week,t,method,w_judge,w_fan,n_contestants,excitement_reversal_rate
31,3,0.3,eshap_topsis,0.6182562727820885,0.3817437272179115,14,0.42857142857142855
31,4,0.4,eshap_topsis,0.5738143732838852,0.4261856267161148,13,0.46153846153846156
31,5,0.5,eshap_topsis,0.5786041418674513,0.42139585813254865,12,0.5
31,6,0.6,eshap_topsis,0.47490275692247386,0.5250972430775261,10,0.4
31,7,0.7,eshap_topsis,0.659881780401208,0.34011821959879196,9,0.5555555555555556
31,8,0.8,eshap_topsis,0.5250557709847157,0.4749442290152843,8,0.25
31,9,0.9,eshap_topsis,0.5206775112488449,0.47932248875115513,6,0.3333333333333333
31,10,1.0,eshap_topsis,0.6000000000000001,0.3999999999999999,4,0.25
32,1,0.09090909090909091,eshap_topsis,0.6195354003534006,0.3804645996465994,14,
32,2,0.18181818181818182,eshap_topsis,0.3909041443231356,0.6090958556768644,13,0.7692307692307693
32,3,0.2727272727272727,eshap_topsis,0.5295947602268319,0.47040523977316806,12,0.5
32,4,0.36363636363636365,eshap_topsis,0.5817655154513648,0.4182344845486352,11,0.5454545454545454
32,5,0.45454545454545453,eshap_topsis,0.4646561622652843,0.5353438377347157,10,0.3
32,6,0.5454545454545454,eshap_topsis,0.6243306463697464,0.37566935363025356,9,0.5555555555555556
32,7,0.6363636363636364,eshap_topsis,0.5266073759010964,0.4733926240989036,8,0.25
32,8,0.7272727272727273,eshap_topsis,0.4814533493384733,0.5185466506615267,7,0.2857142857142857
32,9,0.8181818181818182,eshap_topsis,0.5966940536547984,0.40330594634520156,6,0.0
32,10,0.9090909090909091,eshap_topsis,0.5996606873711336,0.40033931262886635,5,0.0
32,11,1.0,eshap_topsis,0.5999198438456685,0.40008015615433146,5,0.2
33,1,0.1111111111111111,eshap_topsis,0.5902392389604751,0.40976076103952486,13,
33,2,0.2222222222222222,eshap_topsis,0.6761893855897954,0.32381061441020464,13,0.3076923076923077
33,3,0.3333333333333333,eshap_topsis,0.6294759787060791,0.3705240212939209,11,0.2727272727272727
33,4,0.4444444444444444,eshap_topsis,0.480293023339059,0.519706976660941,9,0.3333333333333333
33,5,0.5555555555555556,eshap_topsis,0.5469489150123852,0.4530510849876148,8,0.375
33,6,0.6666666666666666,eshap_topsis,0.5154695085559071,0.4845304914440929,7,0.5714285714285714
33,7,0.7777777777777778,eshap_topsis,0.46419587880091273,0.5358041211990873,6,0.5
33,8,0.8888888888888888,eshap_topsis,0.5972790698757413,0.4027209301242587,5,0.4
33,9,1.0,eshap_topsis,0.5926364465314603,0.4073635534685397,5,0.2
34,1,0.09090909090909091,eshap_topsis,0.5940837241552257,0.4059162758447743,14,
34,2,0.18181818181818182,eshap_topsis,0.6057945272914633,0.3942054727085367,14,0.7142857142857143
34,3,0.2727272727272727,eshap_topsis,0.569804987154362,0.430195012845638,12,0.5833333333333334
34,4,0.36363636363636365,eshap_topsis,0.582615781943145,0.417384218056855,11,0.5454545454545454
34,5,0.45454545454545453,eshap_topsis,0.594349646916887,0.40565035308311304,10,0.7
34,6,0.5454545454545454,eshap_topsis,0.5861962008081162,0.4138037991918838,10,0.5
34,7,0.6363636363636364,eshap_topsis,0.5567085672050367,0.4432914327949633,9,0.4444444444444444
34,8,0.7272727272727273,eshap_topsis,0.42299330954319636,0.5770066904568036,8,0.375
34,9,0.8181818181818182,eshap_topsis,0.5639545798953773,0.43604542010462266,7,0.42857142857142855
34,10,0.9090909090909091,eshap_topsis,0.39973765945987333,0.6002623405401266,6,0.16666666666666666
34,11,1.0,eshap_topsis,0.5943386875707127,0.40566131242928727,5,0.4
