season,week,method,w_judge,w_fan,n_contestants,eliminated,revived,excitement_var
18,4,dynamic,0.30919094796401025,0.6908090520359897,9,Candace Cameron Bure,,0.06972232067842844
18,5,dynamic,0.3381397859596438,0.6618602140403562,9,Drew Carey,,0.09330306845530194
18,6,dynamic,0.42832852032984275,0.5716714796701572,8,Drew Carey,,0.10317252925266855
18,7,dynamic,0.5716714796701571,0.4283285203298429,7,NeNe Leakes,,0.0916079502398688
18,8,dynamic,0.6618602140403562,0.3381397859596438,6,James Maslow,,0.19826120990763407
18,9,dynamic,0.6908090520359897,0.30919094796401025,5,Candace Cameron Bure,,0.11380467946336506
18,10,dynamic,0.6979119497225766,0.30208805027742336,4,Candace Cameron Bure,,0.15522381814865804
19,1,dynamic,0.3000911610990888,0.6999088389009112,13,Betsey Johnson,,0.0842554234039454
19,2,dynamic,0.3003562388950501,0.69964376110495,12,Michael Waltrip,,0.07719991602922198
19,3,dynamic,0.30138943058852713,0.6986105694114728,11,Randy Couture,,0.08366611965928107
19,4,dynamic,0.3053788343383616,0.6946211656616383,10,Jonathan Bennett,,0.14645521947735615
19,5,dynamic,0.32024116159172605,0.679758838408274,9,Michael Waltrip,,0.11742683249247371
19,6,dynamic,0.3689902969682859,0.6310097030317141,9,Tommy Chong,,0.10203273305232496
19,7,dynamic,0.47961647363421395,0.5203835263657861,8,Michael Waltrip,,0.11764763294750266
19,8,dynamic,0.6044669956176942,0.39553300438230576,7,Michael Waltrip,,0.12337194303372533
19,9,dynamic,0.6702879228786678,0.3297120771213322,6,Tommy Chong,,0.12339776404432205
19,10,dynamic,0.6919571075344866,0.3080428924655134,5,Tommy Chong,,0.1254123861323342
19,11,dynamic,0.6979119497225766,0.30208805027742336,4,Bethany Mota,,0.14844439887676067
20,1,dynamic,0.3001044761276383,0.6998955238723616,12,Redfoo,,0.09529831130670809
20,2,dynamic,0.3004678041060222,0.6995321958939777,12,Chris Soules,,0.08535102485597902
20,3,dynamic,0.30208805027742336,0.6979119497225766,11,Charlotte McKinney,,0.10589668675360232
20,4,dynamic,0.30919094796401025,0.6908090520359897,10,Chris Soules,,0.09937688198636929
20,5,dynamic,0.3381397859596438,0.6618602140403562,9,Robert Herjavec,,0.15191395471275249
20,6,dynamic,0.42832852032984275,0.5716714796701572,8,Robert Herjavec,,0.10493712095613313
20,7,dynamic,0.5716714796701571,0.4283285203298429,7,Chris Soules,,0.1156608881198232
20,8,dynamic,0.6618602140403562,0.3381397859596438,6,"Robert Herjavec,Noah Galloway",,0.15988642988815097
20,9,dynamic,0.6908090520359897,0.30919094796401025,4,Noah Galloway,,0.14903576110821037
20,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2214677245416429
21,1,dynamic,0.3000911610990888,0.6999088389009112,13,Kim Zolciak-Biermann,,0.1368389031823944
21,2,dynamic,0.3003562388950501,0.69964376110495,13,"Chaka Khan,Gary Busey",,0.09538478215531532
21,3,dynamic,0.30138943058852713,0.6986105694114728,10,Paula Deen,,0.09935732453311844
21,4,dynamic,0.3053788343383616,0.6946211656616383,10,Gary Busey,,0.10394292141367634
21,5,dynamic,0.32024116159172605,0.679758838408274,9,Paula Deen,,0.11093608037752624
21,6,dynamic,0.3689902969682859,0.6310097030317141,9,Paula Deen,,0.11354151410863104
21,7,dynamic,0.47961647363421395,0.5203835263657861,8,Alek Skarlatos,,0.1010073784782299
21,8,dynamic,0.6044669956176942,0.39553300438230576,7,Andy Grammer,,0.08802511631116519
21,9,dynamic,0.6702879228786678,0.3297120771213322,6,Tamar Braxton,,0.14464539531725035
21,10,dynamic,0.6919571075344866,0.3080428924655134,4,Nick Carter,,0.19087781525445582
21,11,dynamic,0.6979119497225766,0.30208805027742336,4,Alek Skarlatos,,0.18432732863096835
22,1,dynamic,0.3001044761276383,0.6998955238723616,12,Geraldo Rivera,,0.10613105775537841
22,2,dynamic,0.3004678041060222,0.6995321958939777,12,Geraldo Rivera,,0.0752594414267397
22,3,dynamic,0.30208805027742336,0.6979119497225766,11,Mischa Barton,,0.07745311836983287
22,4,dynamic,0.30919094796401025,0.6908090520359897,10,Doug Flutie,,0.11821916030244854
22,5,dynamic,0.3381397859596438,0.6618602140403562,9,Antonio Brown,,0.09150085727329144
22,6,dynamic,0.42832852032984275,0.5716714796701572,9,Doug Flutie,,0.08092474862288439
22,7,dynamic,0.5716714796701571,0.4283285203298429,8,"Jodie Sweetin,Kim Fields",,0.1480926323444075
22,8,dynamic,0.6618602140403562,0.3381397859596438,6,Wanya Morris,,0.1129661781586444
22,9,dynamic,0.6908090520359897,0.30919094796401025,5,"Antonio Brown,Ginger Zee",,0.14023579936019953
22,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1668003146512408
23,1,dynamic,0.3000911610990888,0.6999088389009112,13,Rick Perry,,0.08668411088345998
23,2,dynamic,0.3003562388950501,0.69964376110495,13,Rick Perry,,0.08742930603969838
23,3,dynamic,0.30138943058852713,0.6986105694114728,12,Rick Perry,,0.10007191247204826
23,4,dynamic,0.3053788343383616,0.6946211656616383,11,"Babyface,Marilu Henner",,0.0634565601100336
23,5,dynamic,0.32024116159172605,0.679758838408274,9,Amber Rose,,0.1179293863674274
23,6,dynamic,0.3689902969682859,0.6310097030317141,9,Amber Rose,,0.09585133086684745
23,7,dynamic,0.47961647363421395,0.5203835263657861,8,Marilu Henner,,0.12816529195285908
23,8,dynamic,0.6044669956176942,0.39553300438230576,7,Marilu Henner,,0.12244765407856059
23,9,dynamic,0.6702879228786678,0.3297120771213322,6,James Hinchcliffe,,0.1717679352296527
23,10,dynamic,0.6919571075344866,0.3080428924655134,5,Calvin Johnson Jr.,,0.1250013757933317
23,11,dynamic,0.6979119497225766,0.30208805027742336,4,Jana Kramer,,0.1567348518052576
24,1,dynamic,0.3001044761276383,0.6998955238723616,12,Chris Kattan,,0.08543473577529559
24,2,dynamic,0.3004678041060222,0.6995321958939777,12,Chris Kattan,,0.10006399110226422
24,3,dynamic,0.30208805027742336,0.6979119497225766,11,Charo,,0.14016090860930586
24,4,dynamic,0.30919094796401025,0.6908090520359897,10,Mr. T,,0.08148824334710433
24,5,dynamic,0.3381397859596438,0.6618602140403562,9,David Ross,,0.10221288722095874
24,6,dynamic,0.42832852032984275,0.5716714796701572,8,Nick Viall,,0.12987142815464608
24,7,dynamic,0.5716714796701571,0.4283285203298429,7,"Bonner Bolton,David Ross",,0.12421311321676543
24,8,dynamic,0.6618602140403562,0.3381397859596438,5,Bonner Bolton,,0.12770450391140858
24,9,dynamic,0.6908090520359897,0.30919094796401025,4,David Ross,,0.1655362046801499
24,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1994857110387727
25,1,dynamic,0.3001044761276383,0.6998955238723616,13,Barbara Corcoran,,0.09257003966358596
25,2,dynamic,0.3004678041060222,0.6995321958939777,13,"Barbara Corcoran,Nick Lachey",,0.08170949344913114
25,3,dynamic,0.30208805027742336,0.6979119497225766,11,Sasha Pieterse,,0.07096029596277047
25,4,dynamic,0.30919094796401025,0.6908090520359897,11,Nick Lachey,,0.07098047614008084
25,5,dynamic,0.3381397859596438,0.6618602140403562,10,Nick Lachey,,0.09365692438776016
25,6,dynamic,0.42832852032984275,0.5716714796701572,9,Nick Lachey,,0.09678675886818877
25,7,dynamic,0.5716714796701571,0.4283285203298429,8,"Nikki Bella,Terrell Owens",,0.10997521261455223
25,8,dynamic,0.6618602140403562,0.3381397859596438,6,Drew Scott,,0.11400337009354568
25,9,dynamic,0.6908090520359897,0.30919094796401025,5,Drew Scott,,0.14640486503803168
25,10,dynamic,0.6979119497225766,0.30208805027742336,4,Drew Scott,,0.16870773785540352
26,1,dynamic,0.3009890492626539,0.6990109507373461,10,"Kareem Abdul-Jabbar,Johnny Damon",,0.12237383481393764
26,2,dynamic,0.3381397859596438,0.6618602140403562,8,"Kareem Abdul-Jabbar,Jennie Finch Daigle",,0.10066072865706341
26,3,dynamic,0.6270297904774574,0.37297020952254256,6,"Jennie Finch Daigle,Chris Mazdzer,Mirai Nagasu",,0.09897078509183038
26,4,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16678682402911424
27,1,dynamic,0.3001234181150166,0.6998765818849835,13,Joe Amabile,,0.09072975827595839
27,2,dynamic,0.30065257129588735,0.6993474287041126,12,Joe Amabile,,0.12106831438171504
27,3,dynamic,0.3034309941654848,0.6965690058345152,11,Joe Amabile,,0.08709045376708739
27,4,dynamic,0.31751999908658446,0.6824800009134155,10,Joe Amabile,,0.07176563499842444
27,5,dynamic,0.37807387080553606,0.621926129194464,9,Joe Amabile,,0.09731044078705038
27,6,dynamic,0.5248706003543192,0.4751293996456808,9,John Schneider,,0.11941156061729037
27,7,dynamic,0.6487065049629923,0.3512934950370077,8,"Joe Amabile,DeMarcus Ware",,0.08838029412220522
27,8,dynamic,0.6891872367067873,0.3108127632932127,6,"Bobby Bones,Joe Amabile",,0.19623846536498768
27,9,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.15620391863304886
28,1,dynamic,0.3000911610990888,0.6999088389009112,12,Lamar Odom,,0.08551002371486066
28,2,dynamic,0.3003562388950501,0.69964376110495,12,Lamar Odom,,0.08625568298516277
28,3,dynamic,0.30138943058852713,0.6986105694114728,10,Lamar Odom,,0.11261760210275151
28,4,dynamic,0.3053788343383616,0.6946211656616383,10,Lamar Odom,,0.11697450024376706
28,5,dynamic,0.32024116159172605,0.679758838408274,9,Sean Spicer,,0.10100841405259481
28,6,dynamic,0.3689902969682859,0.6310097030317141,9,Sean Spicer,,0.09662543402342706
28,7,dynamic,0.47961647363421395,0.5203835263657861,8,Sean Spicer,,0.12258566315556044
28,8,dynamic,0.6044669956176942,0.39553300438230576,7,Sean Spicer,,0.12656593323284343
28,9,dynamic,0.6702879228786678,0.3297120771213322,6,Sean Spicer,,0.09822646952929381
28,10,dynamic,0.6919571075344866,0.3080428924655134,5,James Van Der Beek,,0.1210059712128726
28,11,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.14716696964239326
29,1,dynamic,0.3000911610990888,0.6999088389009112,15,Carole Baskin,,0.10127606555860164
29,2,dynamic,0.3003562388950501,0.69964376110495,15,Charles Oakley,,0.0734146122374476
29,3,dynamic,0.30138943058852713,0.6986105694114728,14,Carole Baskin,,0.07798854071938256
29,4,dynamic,0.3053788343383616,0.6946211656616383,13,Anne Heche,,0.08754668758206283
29,5,dynamic,0.32024116159172605,0.679758838408274,12,Jesse Metcalfe,,0.08333668472059641
29,6,dynamic,0.3689902969682859,0.6310097030317141,11,Skai Jackson,,0.11906381396327513
29,7,dynamic,0.47961647363421395,0.5203835263657861,10,Monica Aldama,,0.0683877660191066
29,8,dynamic,0.6044669956176942,0.39553300438230576,8,Nelly,,0.10679299642476456
29,9,dynamic,0.6702879228786678,0.3297120771213322,7,Nelly,,0.16547132769632514
29,10,dynamic,0.6919571075344866,0.3080428924655134,6,"Nelly,Johnny Weir",,0.1606176243490862
29,11,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.18398368588666547
30,1,dynamic,0.3001044761276383,0.6998955238723616,15,Martin Kove,,0.05733383828427555
30,2,dynamic,0.3004678041060222,0.6995321958939777,15,Martin Kove,,0.056052851464836184
30,3,dynamic,0.30208805027742336,0.6979119497225766,14,Cody Rigsby,,0.11716376876298898
30,4,dynamic,0.30919094796401025,0.6908090520359897,13,"Brian Austin Green,Matt James",,0.07610344259987646
30,5,dynamic,0.3381397859596438,0.6618602140403562,11,Iman Shumpert,,0.08226829078216366
30,6,dynamic,0.42832852032984275,0.5716714796701572,10,Kenya Moore,,0.09338948688049335
30,7,dynamic,0.5716714796701571,0.4283285203298429,9,"Mike ""The Miz"" Mizanin",,0.0865461570013188
30,8,dynamic,0.6618602140403562,0.3381397859596438,8,"Jimmie Allen,Iman Shumpert",,0.13450031155577183
30,9,dynamic,0.6908090520359897,0.30919094796401025,6,"Cody Rigsby,Melora Hardin",,0.15052354368169008
30,10,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.17875319814020596
31,1,dynamic,0.3001044761276383,0.6998955238723616,16,Vinny Guadagnino,,0.07331355501928766
31,2,dynamic,0.3004678041060222,0.6995321958939777,15,Cheryl Ladd,,0.09062675543681374
31,3,dynamic,0.30208805027742336,0.6979119497225766,14,Vinny Guadagnino,,0.10448118752663234
31,4,dynamic,0.30919094796401025,0.6908090520359897,13,Sam Champion,,0.09166960308131761
31,5,dynamic,0.3381397859596438,0.6618602140403562,12,Vinny Guadagnino,,0.10364491181956371
31,6,dynamic,0.42832852032984275,0.5716714796701572,10,Vinny Guadagnino,,0.07354187746412619
31,7,dynamic,0.5716714796701571,0.4283285203298429,9,Vinny Guadagnino,,0.11012175850237894
31,8,dynamic,0.6618602140403562,0.3381397859596438,8,"Vinny Guadagnino,Heidi D'Amelio",,0.10206955692659521
31,9,dynamic,0.6908090520359897,0.30919094796401025,6,"Trevor Donovan,Daniel Durant",,0.13504527882317532
31,10,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.240739420737915
32,1,dynamic,0.3000911610990888,0.6999088389009112,14,Matt Walsh,,0.09462808113980573
32,2,dynamic,0.3003562388950501,0.69964376110495,13,Mauricio Umansky,,0.08653720749726311
32,3,dynamic,0.30138943058852713,0.6986105694114728,12,Tyson Beckford,,0.08801247122754191
32,4,dynamic,0.3053788343383616,0.6946211656616383,11,Barry Williams,,0.0952463356006677
32,5,dynamic,0.32024116159172605,0.679758838408274,10,Harry Jowsey,,0.10476535490431652
32,6,dynamic,0.3689902969682859,0.6310097030317141,9,Harry Jowsey,,0.13515494826078256
32,7,dynamic,0.47961647363421395,0.5203835263657861,8,Harry Jowsey,,0.13971539685557063
32,8,dynamic,0.6044669956176942,0.39553300438230576,7,Harry Jowsey,,0.10575033323133223
32,9,dynamic,0.6702879228786678,0.3297120771213322,6,Harry Jowsey,,0.12360128197670213
32,10,dynamic,0.6919571075344866,0.3080428924655134,5,Alyson Hannigan,,0.12463108482466893
32,11,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.13993021877958128
33,1,dynamic,0.3001234181150166,0.6998765818849835,13,Eric Roberts,,0.08562827166721632
33,2,dynamic,0.30065257129588735,0.6993474287041126,13,"Reginald VelJohnson,Eric Roberts",,0.10424873262472387
33,3,dynamic,0.3034309941654848,0.6965690058345152,11,"Reginald VelJohnson,Eric Roberts",,0.09497126787747279
33,4,dynamic,0.31751999908658446,0.6824800009134155,9,Dwight Howard,,0.10470917352173423
33,5,dynamic,0.37807387080553606,0.621926129194464,8,Phaedra Parks,,0.11859068090977626
33,6,dynamic,0.5248706003543192,0.4751293996456808,7,Ilona Maher,,0.11614066500630628
33,7,dynamic,0.6487065049629923,0.3512934950370077,6,Dwight Howard,,0.10351992888052962
33,8,dynamic,0.6891872367067873,0.3108127632932127,5,Stephen Nedoroscik,,0.18085258183097164
33,9,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.1384347497359187
34,1,dynamic,0.3000911610990888,0.6999088389009112,14,Corey Feldman,,0.10508770226166672
34,2,dynamic,0.3003562388950501,0.69964376110495,14,"Corey Feldman,Andy Richter",,0.08702614359765591
34,3,dynamic,0.30138943058852713,0.6986105694114728,12,Lauren Jauregui,,0.09911119261213762
34,4,dynamic,0.3053788343383616,0.6946211656616383,11,Andy Richter,,0.08753336591888868
34,5,dynamic,0.32024116159172605,0.679758838408274,10,Andy Richter,,0.09329780166228423
34,6,dynamic,0.3689902969682859,0.6310097030317141,10,Andy Richter,,0.11603563510965806
34,7,dynamic,0.47961647363421395,0.5203835263657861,9,Andy Richter,,0.11637796125640522
34,8,dynamic,0.6044669956176942,0.39553300438230576,8,Andy Richter,,0.09429619647012719
34,9,dynamic,0.6702879228786678,0.3297120771213322,7,Andy Richter,,0.11274198140942367
34,10,dynamic,0.6919571075344866,0.3080428924655134,6,Dylan Efron,,0.09329039954031589
34,11,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.12765218158152108
