season,week,n_contestants,original_rule,true_k,true_eliminated,rank_eliminated,pct_eliminated,rank_bottom2,pct_bottom2,method_conflict,kendall_tau,rank_bias,pct_bias,rank_ndcg,pct_ndcg,rank_phi_J,rank_phi_F,pct_phi_J,pct_phi_F
20,2,12,percent,1,['Redfoo'],['Charlotte McKinney'],['Redfoo'],"['Charlotte McKinney', 'Noah Galloway']","['Redfoo', 'Chris Soules']",True,0.8091838819320085,0.4910145907272829,0.30286878096557013,0.9910914066432661,0.9965723356128294,17.111742424242426,16.507575757575758,8.58052353956585e-05,3.7278099639177684e-05
20,3,11,percent,1,['Charlotte McKinney'],['Charlotte McKinney'],['Charlotte McKinney'],"['Charlotte McKinney', 'Patti LaBelle']","['Charlotte McKinney', 'Patti LaBelle']",False,0.9999999999999999,0.5096803583630704,0.3290594859684217,1.0,1.0,21.348760330578514,22.191735537190084,0.0003003266047892758,0.0001472937110337462
20,4,10,percent,1,['Michael Sam'],['Suzanne Somers'],['Michael Sam'],"['Suzanne Somers', 'Chris Soules']","['Michael Sam', 'Chris Soules']",True,0.8989331499509894,0.503732632888643,0.3405801148977912,0.9951826645838803,0.9989668318102306,15.954444444444444,16.194444444444443,0.00018186679720873727,9.393137223916812e-05
20,5,9,percent,1,['Suzanne Somers'],['Robert Herjavec'],['Suzanne Somers'],"['Robert Herjavec', 'Chris Soules']","['Suzanne Somers', 'Robert Herjavec']",True,0.9258200997725514,0.4923045210938573,0.35330681415322807,0.9883729155341862,1.0,11.402777777777779,11.057098765432098,0.0005740155804565926,0.000313600978708143
20,6,8,percent,1,['Patti LaBelle'],['Robert Herjavec'],['Patti LaBelle'],"['Robert Herjavec', 'Patti LaBelle']","['Patti LaBelle', 'Robert Herjavec']",True,0.9813067629253164,0.5123525259655137,0.3660311055081166,0.9984483128080768,1.0,10.794642857142858,11.341517857142858,4.2729067278986124e-05,2.4670244659232604e-05
20,7,7,percent,1,['Willow Shields'],['Riker Lynch'],['Willow Shields'],"['Riker Lynch', 'Chris Soules']","['Willow Shields', 'Chris Soules']",True,0.5143444998736397,0.5774410774410774,0.3585664430418001,0.8036643994704586,1.0,2.561224489795918,3.5,0.00015721612918923153,8.78850624833407e-05
20,8,6,percent,2,"['Chris Soules', 'Robert Herjavec']","['Robert Herjavec', 'Noah Galloway']","['Robert Herjavec', 'Chris Soules']","['Robert Herjavec', 'Noah Galloway']","['Robert Herjavec', 'Chris Soules']",True,0.9660917830792959,0.5,0.39460989445454114,0.998410562636205,1.0,6.216666666666667,6.216666666666667,0.0005655797827625746,0.00036866043289635986
20,9,4,percent,1,['Nastia Liukin'],['Rumer Willis'],['Nastia Liukin'],"['Rumer Willis', 'Noah Galloway']","['Nastia Liukin', 'Noah Galloway']",True,0.18257418583505539,0.13793103448275879,0.34864348810286233,0.9615543530424089,0.9854734053597028,0.5208333333333335,0.08333333333333348,8.067618044601394e-06,4.318253436292672e-06
20,10,3,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.446960309274826,1.0,1.0,2.2222222222222223,2.2222222222222223,0.0005680691964032677,0.0004591069826850474
21,1,13,percent,0,[],[],[],[],[],False,1.0,0.504919596392296,0.306842001964668,1.0,1.0,29.178007889546347,29.75788954635108,0.00043312442786459354,0.00019173228459090652
21,2,13,percent,2,"['Victor Espinoza', 'Chaka Khan']","['Chaka Khan', 'Gary Busey']","['Chaka Khan', 'Gary Busey']","['Chaka Khan', 'Gary Busey']","['Chaka Khan', 'Gary Busey']",False,0.9999999999999998,0.4979119540629894,0.3073250311374536,1.0,1.0,28.456607495069033,28.219921104536486,0.000169120690986733,7.50352242536416e-05
21,3,10,percent,0,[],[],[],[],[],False,1.0,0.48986990206110215,0.3370672990726501,1.0,1.0,19.387777777777778,18.617777777777775,0.00036286771150135285,0.0001844996321124888
21,4,10,percent,1,['Gary Busey'],['Gary Busey'],['Gary Busey'],"['Gary Busey', 'Paula Deen']","['Gary Busey', 'Paula Deen']",False,1.0,0.4881646655231562,0.33775406833455285,1.0,1.0,19.89333333333333,18.973333333333333,0.00042321408242503386,0.0002158447055402092
21,5,9,percent,0,[],[],[],[],[],False,1.0,0.5105106820518679,0.3525382943573721,1.0,1.0,13.223765432098766,13.791666666666668,0.0003944384990068121,0.00021476895769569418
21,6,9,percent,1,['Paula Deen'],['Paula Deen'],['Paula Deen'],"['Paula Deen', 'Alek Skarlatos']","['Paula Deen', 'Alek Skarlatos']",False,0.9999999999999999,0.47724096626073065,0.35017161169910743,1.0,1.0,16.163580246913583,14.756172839506174,0.0005022221889207565,0.00027063137974822355
21,7,8,percent,1,['Hayes Grier'],['Alek Skarlatos'],['Hayes Grier'],"['Alek Skarlatos', 'Nick Carter']","['Hayes Grier', 'Nick Carter']",True,0.7071067811865476,0.4662713120830245,0.41031409622050374,0.9567370348651613,1.0,8.035714285714285,7.020089285714286,1.403655638966006e-05,9.76688930862614e-06
21,8,7,percent,1,['Andy Grammer'],['Andy Grammer'],['Andy Grammer'],"['Andy Grammer', 'Alek Skarlatos']","['Andy Grammer', 'Alek Skarlatos']",False,1.0,0.4964925954793454,0.3810389791506042,1.0,1.0,8.789115646258502,8.666666666666666,0.00032998933362896846,0.00020314493898827398
21,9,6,percent,1,['Alexa PenaVega'],['Alek Skarlatos'],['Alek Skarlatos'],"['Alek Skarlatos', 'Tamar Braxton']","['Alek Skarlatos', 'Alexa PenaVega']",False,0.21483446221182986,0.3089700996677739,0.9545039044438757,1.0,0.12218860769812977,1.1555555555555554,0.5166666666666662,-0.00010532075491946074,0.002209619761009784
21,10,4,percent,0,[],[],[],[],[],False,1.0,0.4668769716088328,0.42793776567248326,1.0,1.0,3.520833333333333,3.083333333333333,0.0005274755196134589,0.0003945841584450458
21,11,4,percent,1,['Carlos PenaVega'],['Alek Skarlatos'],['Carlos PenaVega'],"['Alek Skarlatos', 'Carlos PenaVega']","['Carlos PenaVega', 'Alek Skarlatos']",True,0.912870929175277,0.5714285714285714,0.37947301581134796,0.9790979301997773,1.0,0.1875,-0.25,2.2967629613521576e-05,1.404547408502601e-05
22,1,12,percent,0,[],[],[],[],[],False,0.9999999999999999,0.48170932410192385,0.31531291082060825,1.0,1.0,28.82828282828283,26.79356060606061,0.00026508427142470006,0.00012207692324950906
22,2,12,percent,1,['Geraldo Rivera'],['Geraldo Rivera'],['Geraldo Rivera'],"['Geraldo Rivera', 'Mischa Barton']","['Geraldo Rivera', 'Mischa Barton']",False,1.0,0.4970785517522513,0.31668416607653216,1.0,1.0,25.702651515151516,25.4040404040404,0.0002420977090294046,0.00011220069444725159
22,3,11,percent,1,['Mischa Barton'],['Mischa Barton'],['Mischa Barton'],"['Mischa Barton', 'Antonio Brown']","['Mischa Barton', 'Antonio Brown']",False,1.0,0.5084264679794217,0.3301090546734218,1.0,1.0,18.320661157024794,18.948760330578516,0.00010539247320391377,5.193533356698374e-05
22,4,10,percent,1,['Marla Maples'],['Doug Flutie'],['Marla Maples'],"['Doug Flutie', 'Jodie Sweetin']","['Marla Maples', 'Doug Flutie']",True,0.9660917830792959,0.4872306588917646,0.337164429985374,0.9910303203083126,1.0,18.27111111111111,17.36111111111111,0.00022857279448813527,0.00011626807529664651
22,5,9,percent,0,[],[],[],[],[],False,1.0,0.5105106820518679,0.35467605329782376,1.0,1.0,13.223765432098766,13.791666666666668,0.0002328428734326805,0.00012797261252996876
22,6,9,percent,1,['Doug Flutie'],['Doug Flutie'],['Doug Flutie'],"['Doug Flutie', 'Ginger Zee']","['Doug Flutie', 'Ginger Zee']",False,0.9999999999999999,0.5,0.35302651801768437,1.0,1.0,11.385802469135804,11.385802469135804,0.0001632288284521075,8.906718212312842e-05
22,7,8,percent,2,"['Von Miller', 'Kim Fields']","['Jodie Sweetin', 'Kim Fields']","['Kim Fields', 'Jodie Sweetin']","['Jodie Sweetin', 'Kim Fields']","['Kim Fields', 'Jodie Sweetin']",False,0.9789450103725611,0.5201952951620062,0.36543172467408747,0.9971689625289433,1.0,9.651785714285715,10.464285714285715,2.8388885482720594e-05,1.6348436861577407e-05
22,8,6,percent,1,['Jodie Sweetin'],['Antonio Brown'],['Jodie Sweetin'],"['Antonio Brown', 'Paige VanZant']","['Jodie Sweetin', 'Wanya Morris']",True,0.41403933560541256,0.4215552523874488,0.3470034325233728,0.9225066932981876,0.9952316798967574,2.3555555555555556,1.7166666666666663,4.775333457020916e-05,2.5376199256809615e-05
22,9,5,percent,2,"['Wanya Morris', 'Antonio Brown']","['Antonio Brown', 'Ginger Zee']","['Antonio Brown', 'Ginger Zee']","['Antonio Brown', 'Ginger Zee']","['Antonio Brown', 'Ginger Zee']",False,0.9999999999999999,0.5,0.41077343457948173,1.0,1.0,4.5,4.5,7.657551789553209e-05,5.338386002369292e-05
22,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.44763886807736064,1.0,1.0,1.6666666666666665,1.6666666666666665,8.432164842323463e-05,6.833508926163971e-05
23,1,13,percent,0,[],[],[],[],[],False,1.0,0.5062214445416545,0.31068962087601854,1.0,1.0,30.056213017751475,30.813609467455617,0.0001301538632936583,5.8663637842863004e-05
23,2,13,percent,1,['Jake T. Austin'],['Rick Perry'],['Jake T. Austin'],"['Rick Perry', 'Jake T. Austin']","['Jake T. Austin', 'Rick Perry']",True,0.9934852726704039,0.5199996316826577,0.30916671792205674,0.9984739671010389,1.0,25.704635108481263,27.84664694280079,0.00010114916791830492,4.526700880969002e-05
23,3,12,percent,1,['Rick Perry'],['Rick Perry'],['Rick Perry'],"['Rick Perry', 'Vanilla Ice']","['Rick Perry', 'Vanilla Ice']",False,1.0,0.5184190818013538,0.31995235838744135,1.0,1.0,21.51578282828283,23.161616161616166,0.00011917353690714565,5.606938669825963e-05
23,4,11,percent,2,"['Vanilla Ice', 'Babyface']","['Babyface', 'Marilu Henner']","['Babyface', 'Marilu Henner']","['Babyface', 'Marilu Henner']","['Babyface', 'Marilu Henner']",False,1.0,0.5056044835868695,0.3311130559822419,1.0,1.0,20.41322314049587,20.876033057851238,0.00021222816387495388,0.00010505738904700523
23,5,9,percent,0,[],[],[],[],[],False,1.0,0.5,0.3542663128015273,1.0,1.0,7.9228395061728385,7.9228395061728385,8.786071511223038e-05,4.8202675808902584e-05
23,6,9,percent,1,['Amber Rose'],['Amber Rose'],['Amber Rose'],"['Amber Rose', 'Terra Jole']","['Amber Rose', 'Terra Jole']",False,1.0,0.5104597951623447,0.3528490683472201,1.0,1.0,13.867283950617285,14.459876543209877,0.00027919497080327183,0.0001522267534770698
23,7,8,percent,1,['Maureen McCormick'],['Marilu Henner'],['Maureen McCormick'],"['Marilu Henner', 'Maureen McCormick']","['Maureen McCormick', 'Marilu Henner']",True,0.9789450103725611,0.5132661551261902,0.36586622550858844,0.9972624605616627,1.0,11.752232142857142,12.392857142857142,6.108155727575696e-05,3.524126881049848e-05
23,8,7,percent,1,['Ryan Lochte'],['Marilu Henner'],['Ryan Lochte'],"['Marilu Henner', 'Terra Jole']","['Ryan Lochte', 'Marilu Henner']",True,0.9258200997725516,0.49620253164556966,0.3763907345679778,0.9902192376989821,0.998133176345842,8.122448979591836,7.999999999999999,0.0007017598942192323,0.0004235599705089948
23,9,6,percent,1,['Marilu Henner'],['Marilu Henner'],['Marilu Henner'],"['Marilu Henner', 'James Hinchcliffe']","['Marilu Henner', 'James Hinchcliffe']",False,1.0,0.5271193250301327,0.3948787075472631,1.0,1.0,6.538888888888888,7.288888888888889,9.533366160978732e-05,6.22110534726577e-05
23,10,5,percent,1,['Terra Jole'],['Jana Kramer'],['Terra Jole'],"['Jana Kramer', 'Calvin Johnson Jr.']","['Terra Jole', 'Calvin Johnson Jr.']",True,0.35856858280031806,0.3640776699029126,0.34867583236905697,0.8100009061656965,0.993756817327613,1.31,0.75,8.977309890453785e-06,4.805857288966093e-06
23,11,4,percent,1,['Jana Kramer'],['Jana Kramer'],['Jana Kramer'],"['Jana Kramer', 'Calvin Johnson Jr.']","['Jana Kramer', 'Calvin Johnson Jr.']",False,1.0,0.5,0.4273194424852559,1.0,1.0,2.9166666666666665,2.9166666666666665,0.0001920523300444923,0.00014330448890871226
24,1,12,percent,0,[],[],[],[],[],False,1.0,0.4946616658478425,0.318403589656764,1.0,1.0,26.62373737373737,26.06123737373737,0.00031604854941746994,0.00014764014468570953
24,2,12,percent,1,['Chris Kattan'],['Chris Kattan'],['Chris Kattan'],"['Chris Kattan', 'Mr. T']","['Chris Kattan', 'Mr. T']",False,1.0,0.5058560927738509,0.318699516149232,1.0,1.0,24.318181818181817,24.894570707070706,0.00014193745970367006,6.63956665278387e-05
24,3,11,percent,1,['Charo'],['Charo'],['Charo'],"['Charo', 'Bonner Bolton']","['Charo', 'Bonner Bolton']",False,1.0,0.529628027681661,0.33000390924274425,1.0,1.0,17.975206611570247,20.239669421487605,0.00022692550714362823,0.00011177125582874698
24,4,10,percent,1,['Mr. T'],['Mr. T'],['Mr. T'],"['Mr. T', 'Erika Jayne']","['Mr. T', 'Erika Jayne']",False,1.0,0.5,0.34259300600282294,1.0,1.0,16.065555555555555,16.065555555555555,0.00014143105541732548,7.370364304000915e-05
24,5,9,percent,1,['Erika Jayne'],['Bonner Bolton'],['Erika Jayne'],"['Bonner Bolton', 'David Ross']","['Erika Jayne', 'David Ross']",True,0.8733260632194672,0.505365199365931,0.35267720679984244,0.9937120454294808,0.9986381285793452,12.52006172839506,12.791666666666668,0.00016954438824750133,9.237190765384938e-05
24,6,8,percent,1,['Heather Morris'],['Bonner Bolton'],['Heather Morris'],"['Bonner Bolton', 'Nancy Kerrigan']","['Heather Morris', 'David Ross']",True,0.46291004988627577,0.5,0.31859840795849337,0.8532544545433632,0.9995242382814018,2.678571428571429,2.678571428571429,3.063349786018141e-05,1.43231007418298e-05
24,7,7,percent,2,"['Nick Viall', 'Nancy Kerrigan']","['Bonner Bolton', 'David Ross']","['Nancy Kerrigan', 'Bonner Bolton']","['Bonner Bolton', 'David Ross']","['Nancy Kerrigan', 'Bonner Bolton']",True,0.8451542547285166,0.48615597600369176,0.3770768864327073,0.968831196708715,0.9982821542079857,7.574829931972789,7.166666666666666,0.0003140533351403432,0.00019010733621740197
24,8,5,percent,1,['Bonner Bolton'],['Bonner Bolton'],['Bonner Bolton'],"['Bonner Bolton', 'David Ross']","['Bonner Bolton', 'David Ross']",False,0.9999999999999999,0.5,0.40955603848513505,1.0,1.0,4.5,4.5,0.0008372400184024104,0.0005807438597870732
24,9,4,percent,1,['Simone Biles'],['Normani'],['Simone Biles'],"['Normani', 'David Ross']","['Simone Biles', 'David Ross']",True,0.18257418583505539,0.5,0.5298329503145014,0.7116621154050223,1.0,-0.08333333333333326,-0.08333333333333326,-3.102113461859795e-05,-3.4957828899471696e-05
24,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.4471271970589553,1.0,1.0,1.6666666666666665,1.6666666666666665,0.0003633010910093605,0.00029381405207012446
25,1,13,percent,0,[],[],[],[],[],False,1.0,0.4985245175992261,0.3092842699954537,1.0,1.0,30.166173570019726,29.988658777120314,0.0001486187186841931,6.654753890663213e-05
25,2,13,percent,2,"['Debbie Gibson', 'Barbara Corcoran']","['Barbara Corcoran', 'Derek Fisher']","['Barbara Corcoran', 'Derek Fisher']","['Barbara Corcoran', 'Derek Fisher']","['Barbara Corcoran', 'Derek Fisher']",False,0.9999999999999998,0.5047092615477105,0.3091446011813949,1.0,1.0,29.24950690335306,29.805719921104533,8.87617143625671e-05,3.971917254134039e-05
25,3,11,percent,0,[],[],[],[],[],False,1.0,0.528040945224872,0.33217775487135326,1.0,1.0,14.327272727272728,16.0297520661157,0.00011589889697018826,5.7648626814171355e-05
25,4,11,percent,1,['Derek Fisher'],['Nick Lachey'],['Derek Fisher'],"['Nick Lachey', 'Derek Fisher']","['Derek Fisher', 'Nick Lachey']",True,0.9901475429766742,0.5153260263793424,0.33179692663819715,0.9986674978481326,1.0,17.249586776859502,18.340495867768595,7.19317405732603e-05,3.571778012014782e-05
25,5,10,percent,1,['Sasha Pieterse'],['Sasha Pieterse'],['Sasha Pieterse'],"['Sasha Pieterse', 'Vanessa Lachey']","['Sasha Pieterse', 'Nick Lachey']",False,0.9555555555555554,0.5113201356228808,0.3404224279775007,0.9982273039707185,1.0,14.893333333333334,15.583333333333332,0.00012499383395682683,6.451205474941179e-05
25,6,9,percent,1,['Nick Lachey'],['Nick Lachey'],['Nick Lachey'],"['Nick Lachey', 'Drew Scott']","['Nick Lachey', 'Drew Scott']",False,0.9999999999999999,0.5,0.3518845748223306,1.0,1.0,13.589506172839505,13.589506172839505,0.0003317898395848298,0.00018014033009733054
25,7,8,percent,2,"['Vanessa Lachey', 'Nikki Bella']","['Nikki Bella', 'Terrell Owens']","['Nikki Bella', 'Terrell Owens']","['Nikki Bella', 'Terrell Owens']","['Nikki Bella', 'Terrell Owens']",False,1.0,0.5009625080209001,0.36585266877071354,1.0,1.0,12.151785714285714,12.198660714285714,0.00013647956852424283,7.873787670205645e-05
25,8,6,percent,1,['Terrell Owens'],['Drew Scott'],['Terrell Owens'],"['Drew Scott', 'Victoria Arlen']","['Terrell Owens', 'Drew Scott']",True,0.8944271909999159,0.5,0.3945105310238924,0.9855457114538233,0.9978735053736718,5.616666666666667,5.616666666666667,0.00030189867373779384,0.0001967040092259732
25,9,5,percent,1,['Victoria Arlen'],['Frankie Muniz'],['Victoria Arlen'],"['Frankie Muniz', 'Victoria Arlen']","['Victoria Arlen', 'Drew Scott']",True,0.7378647873726218,0.5,0.39613059888426,0.9912296157501183,0.9916779360328009,2.75,2.75,0.00018491203602466805,0.00012129992915027726
25,10,4,percent,1,['Drew Scott'],['Drew Scott'],['Drew Scott'],"['Drew Scott', 'Frankie Muniz']","['Drew Scott', 'Frankie Muniz']",False,1.0,0.5,0.42789049121029116,1.0,1.0,3.9375,3.9375,8.423310278923667e-05,6.29993789211807e-05
26,1,10,percent,2,"['Johnny Damon', 'Jamie Anderson']","['Johnny Damon', 'Jamie Anderson']","['Johnny Damon', 'Jamie Anderson']","['Johnny Damon', 'Jamie Anderson']","['Johnny Damon', 'Jamie Anderson']",False,0.9883036912035247,0.4896640431200808,0.33956987259120847,0.9985461775008526,0.9985461775008526,18.515555555555554,17.765555555555554,0.00018963778134794255,9.750505705040475e-05
26,2,8,percent,2,"['Kareem Abdul-Jabbar', 'Arike Ogunbowale']","['Kareem Abdul-Jabbar', 'Arike Ogunbowale']","['Kareem Abdul-Jabbar', 'Arike Ogunbowale']","['Kareem Abdul-Jabbar', 'Arike Ogunbowale']","['Kareem Abdul-Jabbar', 'Arike Ogunbowale']",False,0.8894991799933214,0.49667886674800055,0.36325832645639716,0.9989088974789946,0.9985757135021432,8.287946428571429,8.178571428571429,0.00012096005284817734,6.900717856453814e-05
26,3,6,percent,3,"['Mirai Nagasu', 'Chris Mazdzer', 'Jennie Finch Daigle']","['Jennie Finch Daigle', 'Chris Mazdzer', 'Mirai Nagasu']","['Jennie Finch Daigle', 'Chris Mazdzer', 'Mirai Nagasu']","['Jennie Finch Daigle', 'Chris Mazdzer']","['Jennie Finch Daigle', 'Chris Mazdzer']",False,1.0,0.5,0.39425687795476877,1.0,1.0,6.355555555555556,6.355555555555556,0.0005553759569413327,0.0003614746629487639
26,4,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.4476426198615637,1.0,1.0,1.6666666666666665,1.6666666666666665,4.9104907735865786e-05,3.97957017274471e-05
27,1,13,percent,1,['Nikki Glaser'],['Nikki Glaser'],['Nikki Glaser'],"['Nikki Glaser', 'Joe Amabile']","['Nikki Glaser', 'Joe Amabile']",False,0.9933992677987826,0.4933827517627915,0.30526088780826705,1.0,1.0,27.63412228796844,26.912228796844175,0.00012485049748761032,5.4857964720221e-05
27,2,12,percent,1,['Danelle Umstead'],['Joe Amabile'],['Danelle Umstead'],"['Joe Amabile', 'Danelle Umstead']","['Danelle Umstead', 'Joe Amabile']",True,0.9923953268977465,0.4789789263298152,0.3181485354163603,0.9989518428547929,1.0,28.142045454545453,25.87121212121212,0.00016779213836818642,7.82909854257115e-05
27,3,11,percent,1,['Nancy McKeon'],['John Schneider'],['Nancy McKeon'],"['John Schneider', 'Nancy McKeon']","['Nancy McKeon', 'Joe Amabile']",True,0.9533126619564752,0.4813983814674184,0.3263181470972515,0.9966133175834127,0.9999564712293227,22.349586776859503,20.74628099173554,0.00020289707115969728,9.827932283912864e-05
27,4,10,percent,1,['Tinashe'],['Bobby Bones'],['Tinashe'],"['Bobby Bones', 'John Schneider']","['Tinashe', 'Joe Amabile']",True,0.7047274841194893,0.4855620488140255,0.3238346676188559,0.9834697537709867,0.9954276124362349,9.976666666666667,9.416666666666666,0.00020811253036084513,9.967096635876376e-05
27,5,9,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.34991274269042105,1.0,1.0,15.006172839506172,15.006172839506172,0.000421201494988871,0.0002267138275357329
27,6,9,percent,1,['Mary Lou Retton'],['Mary Lou Retton'],['Mary Lou Retton'],"['Mary Lou Retton', 'John Schneider']","['Mary Lou Retton', 'John Schneider']",False,0.9710083124552245,0.4846527688962783,0.34954369146763636,0.996225463390441,0.996225463390441,12.436728395061728,11.695987654320987,0.0003723482588811118,0.00020009335479352218
27,7,8,percent,2,"['John Schneider', 'DeMarcus Ware']","['DeMarcus Ware', 'Bobby Bones']","['DeMarcus Ware', 'Joe Amabile']","['DeMarcus Ware', 'Bobby Bones']","['DeMarcus Ware', 'Joe Amabile']",True,0.9285714285714285,0.514222386405615,0.3604217836878245,0.9893637650369856,1.0,8.805803571428571,9.321428571428571,8.211899819859486e-05,4.627655390775285e-05
27,8,6,percent,2,"['Juan Pablo Di Pace', 'Joe Amabile']","['Bobby Bones', 'Joe Amabile']","['Joe Amabile', 'Bobby Bones']","['Bobby Bones', 'Joe Amabile']","['Joe Amabile', 'Bobby Bones']",False,0.9636241116594316,0.5,0.39290182851365757,0.9983773846780658,1.0,6.88888888888889,6.88888888888889,0.0005966013021625988,0.00038610846403873167
27,9,4,percent,0,[],[],[],[],[],False,1.0,0.5,0.42770955603182,1.0,1.0,3.9375,3.9375,0.00022608707068787155,0.00016896944837649754
28,1,12,rank,0,[],[],[],[],[],False,1.0,0.49859996516659744,0.318010356597343,1.0,1.0,23.626893939393938,23.494949494949495,0.0003105228961103547,0.00014479618257984367
28,2,12,rank,1,['Mary Wilson'],['Lamar Odom'],['Lamar Odom'],"['Lamar Odom', 'Sean Spicer']","['Lamar Odom', 'Sean Spicer']",False,0.035511041211421755,0.508467509141061,0.5636511773309362,0.7239881800069429,0.8916652248094113,9.674873737373737,10.008207070707071,0.00015682516718219325,0.00020257804198180342
28,3,10,rank,0,[],[],[],[],[],False,1.0,0.49537485684080695,0.33715838021614425,1.0,1.0,19.093333333333334,18.743333333333332,0.0006132568510699224,0.0003119367891090055
28,4,10,rank,1,['Lamar Odom'],['Lamar Odom'],['Sean Spicer'],"['Lamar Odom', 'Sean Spicer']","['Sean Spicer', 'Lamar Odom']",True,0.4475234075187579,0.4416650148662042,0.575324103804477,0.9997076086069177,0.9343865479075502,15.648888888888889,12.37888888888889,0.00036208620580988667,0.0004905315411676348
28,5,9,rank,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.3510304533050728,1.0,1.0,15.00617283950617,15.00617283950617,0.0002016730805869633,0.0001090858473381515
28,6,9,rank,1,['Sailor Brinkley-Cook'],['Sean Spicer'],['Sean Spicer'],"['Sean Spicer', 'Hannah Brown']","['Sean Spicer', 'Hannah Brown']",False,1.0,0.47876037845143843,0.35055617356050917,1.0,1.0,16.663580246913583,15.305555555555555,0.0001016395194898474,5.4862883569514386e-05
28,7,8,rank,1,['Karamo Brown'],['Sean Spicer'],['Sean Spicer'],"['Sean Spicer', 'Karamo Brown']","['Sean Spicer', 'Karamo Brown']",False,0.6296296296296297,0.4180549302116164,0.9173038091918361,1.0,0.6493955047154997,5.770089285714286,4.145089285714286,0.00014468960064999018,0.0016049629436326914
28,8,7,rank,1,['Kate Flannery'],['Sean Spicer'],['Sean Spicer'],"['Sean Spicer', 'Kate Flannery']","['Sean Spicer', 'Kate Flannery']",False,0.5821817364274594,0.5,0.7845821762388392,1.0,0.7445459971037959,4.5,4.5,0.0004529148304249004,0.0016495798588124146
28,9,6,rank,1,['Sean Spicer'],['Sean Spicer'],['Sean Spicer'],"['Sean Spicer', 'Lauren Alaina']","['Sean Spicer', 'Lauren Alaina']",False,0.6445033866354897,0.5,0.7723251135630306,1.0,0.8599056985597697,3.0166666666666666,3.0166666666666666,0.0006922030034075515,0.0023481103760796674
28,10,5,rank,1,['James Van Der Beek'],['James Van Der Beek'],['James Van Der Beek'],"['James Van Der Beek', 'Hannah Brown']","['James Van Der Beek', 'Hannah Brown']",False,0.9428090415820632,0.4601593625498008,0.8531018208349285,1.0,0.8888055283301961,2.71,2.3099999999999996,0.0007539269374705884,0.004378382678317026
28,11,4,rank,0,[],[],[],[],[],False,1.0,0.5,0.4282691563641972,1.0,1.0,2.9166666666666665,2.9166666666666665,4.456818767994124e-05,3.338490541631218e-05
29,1,15,rank,0,[],[],[],[],[],False,1.0,0.4892962933311985,0.2880721570662151,1.0,1.0,40.50285714285714,38.805079365079365,0.0001896060001960566,7.672155262827014e-05
29,2,15,rank,1,['Charles Oakley'],['Charles Oakley'],['Charles Oakley'],"['Charles Oakley', 'Carole Baskin']","['Charles Oakley', 'Carole Baskin']",False,0.46078982709152977,0.5579182525235812,0.8359106463334856,0.5585899167787584,0.38167398023171195,13.56952380952381,17.125079365079372,5.383398464867203e-05,0.0002742432698823017
29,3,14,rank,1,['Carole Baskin'],['Carole Baskin'],['Skai Jackson'],"['Carole Baskin', 'Skai Jackson']","['Skai Jackson', 'Carole Baskin']",True,0.1294476029133558,0.4715181206828347,0.7111730391629629,0.8582645132807598,0.796439679901567,13.632260596546313,12.162872841444269,8.481711172093408e-05,0.0002088435336534771
29,4,13,rank,1,['Anne Heche'],['Anne Heche'],['Anne Heche'],"['Anne Heche', 'Jesse Metcalfe']","['Anne Heche', 'Jesse Metcalfe']",False,0.537373290623879,0.55908064748547,0.965736999554979,0.8833032209338241,0.41382196555068534,9.05276134122288,11.47879684418146,1.8187871428841726e-05,0.0005126433807268577
29,5,12,rank,1,['Jesse Metcalfe'],['Jesse Metcalfe'],['Jesse Metcalfe'],"['Jesse Metcalfe', 'Jeannie Mai']","['Jesse Metcalfe', 'Jeannie Mai']",False,0.2833726933853859,0.5563172100595518,0.8790212907849708,0.577558544204243,0.3448369345896138,6.537878787878788,8.19760101010101,5.661771804044719e-05,0.00041137965445436203
29,6,11,rank,1,['Veron Davis'],['Veron Davis'],['Veron Davis'],"['Veron Davis', 'Chrishell Stause']","['Veron Davis', 'Chrishell Stause']",False,0.33701018549690775,0.35559736594543745,0.9163876770896473,1.0,0.2640688269232576,11.32231404958678,6.247933884297521,3.5610347255081874e-05,0.00039028796552427415
29,7,10,rank,1,['Monica Aldama'],['Monica Aldama'],['Johnny Weir'],"['Monica Aldama', 'Kaitlyn Bristowe']","['Johnny Weir', 'Skai Jackson']",True,-0.09370425713316363,0.7423611111111118,0.8935467909151991,0.9332567779054118,-0.10413967070949323,0.41222222222222094,-1.1877777777777787,-6.020366758917585e-05,0.0005053374570679254
29,8,8,rank,1,['Chrishell Stause'],['Kaitlyn Bristowe'],['Kaitlyn Bristowe'],"['Kaitlyn Bristowe', 'Nelly']","['Kaitlyn Bristowe', 'Justina Machado']",False,-0.2044652050273827,0.14406779661016958,0.9427572935937572,1.0,-0.32762317168978744,0.9017857142857144,0.1517857142857144,-2.9732764377352286e-05,0.0004896830047923194
