season,week,method,w_judge,w_fan,n_contestants,eliminated,revived,excitement_var
18,3,dynamic,0.30208805027742336,0.6979119497225766,9,Drew Carey,,0.09329879712178318
18,4,dynamic,0.30919094796401025,0.6908090520359897,9,Candace Cameron Bure,,0.06623753346433375
18,5,dynamic,0.3381397859596438,0.6618602140403562,9,Drew Carey,,0.07581368322645105
18,6,dynamic,0.42832852032984275,0.5716714796701572,8,Drew Carey,,0.11201721796324136
18,7,dynamic,0.5716714796701571,0.4283285203298429,7,NeNe Leakes,,0.08872019272575046
18,8,dynamic,0.6618602140403562,0.3381397859596438,6,Candace Cameron Bure,,0.16668919383046155
18,9,dynamic,0.6908090520359897,0.30919094796401025,5,Candace Cameron Bure,,0.12879333233652623
18,10,dynamic,0.6979119497225766,0.30208805027742336,4,Candace Cameron Bure,,0.16582216907061748
19,1,dynamic,0.3000911610990888,0.6999088389009112,13,Betsey Johnson,,0.07589660976894402
19,2,dynamic,0.3003562388950501,0.69964376110495,12,Tavis Smiley,,0.07263317789627663
19,3,dynamic,0.30138943058852713,0.6986105694114728,11,Randy Couture,,0.09481742443551937
19,4,dynamic,0.3053788343383616,0.6946211656616383,10,Antonio Sabato Jr.,,0.1346974480896822
19,5,dynamic,0.32024116159172605,0.679758838408274,9,Michael Waltrip,,0.11566188346459737
19,6,dynamic,0.3689902969682859,0.6310097030317141,9,Michael Waltrip,,0.0877304209052962
19,7,dynamic,0.47961647363421395,0.5203835263657861,8,Michael Waltrip,,0.10794547651843575
19,8,dynamic,0.6044669956176942,0.39553300438230576,7,Michael Waltrip,,0.12258506421344359
19,9,dynamic,0.6702879228786678,0.3297120771213322,6,Tommy Chong,,0.14831254005739117
19,10,dynamic,0.6919571075344866,0.3080428924655134,5,Tommy Chong,,0.12481288840536005
19,11,dynamic,0.6979119497225766,0.30208805027742336,4,Bethany Mota,,0.13019654397996072
20,1,dynamic,0.3001044761276383,0.6998955238723616,12,Redfoo,,0.09417618020760084
20,2,dynamic,0.3004678041060222,0.6995321958939777,12,Charlotte McKinney,,0.06896435417902923
20,3,dynamic,0.30208805027742336,0.6979119497225766,11,Charlotte McKinney,,0.13436073384380587
20,4,dynamic,0.30919094796401025,0.6908090520359897,10,Suzanne Somers,,0.08447578157437471
20,5,dynamic,0.3381397859596438,0.6618602140403562,9,Patti LaBelle,,0.1372583204689347
20,6,dynamic,0.42832852032984275,0.5716714796701572,8,Robert Herjavec,,0.1086708512980282
20,7,dynamic,0.5716714796701571,0.4283285203298429,7,Chris Soules,,0.11345215967091947
20,8,dynamic,0.6618602140403562,0.3381397859596438,6,"Robert Herjavec,Noah Galloway",,0.17838439999337216
20,9,dynamic,0.6908090520359897,0.30919094796401025,4,Noah Galloway,,0.13665594154709385
20,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.22222222222222224
21,1,dynamic,0.3000911610990888,0.6999088389009112,13,Kim Zolciak-Biermann,,0.12901166973714784
21,2,dynamic,0.3003562388950501,0.69964376110495,13,"Chaka Khan,Gary Busey",,0.09382880568505683
21,3,dynamic,0.30138943058852713,0.6986105694114728,10,Paula Deen,,0.08569822323924416
21,4,dynamic,0.3053788343383616,0.6946211656616383,10,Gary Busey,,0.10620273572088723
21,5,dynamic,0.32024116159172605,0.679758838408274,9,Paula Deen,,0.11479235446053357
21,6,dynamic,0.3689902969682859,0.6310097030317141,9,Paula Deen,,0.1225928895522569
21,7,dynamic,0.47961647363421395,0.5203835263657861,8,Nick Carter,,0.1019151853028073
21,8,dynamic,0.6044669956176942,0.39553300438230576,7,Andy Grammer,,0.09068838416048004
21,9,dynamic,0.6702879228786678,0.3297120771213322,6,Tamar Braxton,,0.10547759777182526
21,10,dynamic,0.6919571075344866,0.3080428924655134,4,Nick Carter,,0.18765304729113721
21,11,dynamic,0.6979119497225766,0.30208805027742336,4,Alek Skarlatos,,0.1673743478690611
22,1,dynamic,0.3001044761276383,0.6998955238723616,12,Geraldo Rivera,,0.10072913936362858
22,2,dynamic,0.3004678041060222,0.6995321958939777,12,Geraldo Rivera,,0.07501571702247879
22,3,dynamic,0.30208805027742336,0.6979119497225766,11,Mischa Barton,,0.07943570929746865
22,4,dynamic,0.30919094796401025,0.6908090520359897,10,Jodie Sweetin,,0.11074004719979565
22,5,dynamic,0.3381397859596438,0.6618602140403562,9,Antonio Brown,,0.0920381834717703
22,6,dynamic,0.42832852032984275,0.5716714796701572,9,Doug Flutie,,0.08281181613204922
22,7,dynamic,0.5716714796701571,0.4283285203298429,8,"Jodie Sweetin,Kim Fields",,0.15226921155098533
22,8,dynamic,0.6618602140403562,0.3381397859596438,6,Wanya Morris,,0.10555900346423545
22,9,dynamic,0.6908090520359897,0.30919094796401025,5,"Antonio Brown,Ginger Zee",,0.1376074850094517
22,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1666666909259545
23,1,dynamic,0.3000911610990888,0.6999088389009112,13,Rick Perry,,0.07994673906397735
23,2,dynamic,0.3003562388950501,0.69964376110495,13,Jake T. Austin,,0.08366839418245468
23,3,dynamic,0.30138943058852713,0.6986105694114728,12,Rick Perry,,0.10360462216104382
23,4,dynamic,0.3053788343383616,0.6946211656616383,11,"Babyface,Marilu Henner",,0.06605850834971828
23,5,dynamic,0.32024116159172605,0.679758838408274,9,Maureen McCormick,,0.11602409236773448
23,6,dynamic,0.3689902969682859,0.6310097030317141,9,Amber Rose,,0.11329377428868076
23,7,dynamic,0.47961647363421395,0.5203835263657861,8,Marilu Henner,,0.12898309099409144
23,8,dynamic,0.6044669956176942,0.39553300438230576,7,Marilu Henner,,0.1481656919515343
23,9,dynamic,0.6702879228786678,0.3297120771213322,6,Marilu Henner,,0.17540128234135044
23,10,dynamic,0.6919571075344866,0.3080428924655134,5,Calvin Johnson Jr.,,0.1139788370994678
23,11,dynamic,0.6979119497225766,0.30208805027742336,4,Jana Kramer,,0.1553210463916048
24,1,dynamic,0.3001044761276383,0.6998955238723616,12,Chris Kattan,,0.08612796542468142
24,2,dynamic,0.3004678041060222,0.6995321958939777,12,Mr. T,,0.10213708336256594
24,3,dynamic,0.30208805027742336,0.6979119497225766,11,Charo,,0.14724347947738026
24,4,dynamic,0.30919094796401025,0.6908090520359897,10,Mr. T,,0.07967855742749531
24,5,dynamic,0.3381397859596438,0.6618602140403562,9,Bonner Bolton,,0.10171979666399594
24,6,dynamic,0.42832852032984275,0.5716714796701572,8,David Ross,Heather Morris,0.0937531807679568
24,7,dynamic,0.5716714796701571,0.4283285203298429,7,"Bonner Bolton,David Ross",,0.14896073663392823
24,8,dynamic,0.6618602140403562,0.3381397859596438,5,Bonner Bolton,,0.12639732860449046
24,9,dynamic,0.6908090520359897,0.30919094796401025,4,David Ross,,0.1635541979241523
24,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.20218728242066156
25,1,dynamic,0.3001044761276383,0.6998955238723616,13,Barbara Corcoran,,0.09066166831712273
25,2,dynamic,0.3004678041060222,0.6995321958939777,13,"Barbara Corcoran,Nick Lachey",,0.09283548897489974
25,3,dynamic,0.30208805027742336,0.6979119497225766,11,Sasha Pieterse,,0.0707535836616675
25,4,dynamic,0.30919094796401025,0.6908090520359897,11,Nick Lachey,,0.07084751927872339
25,5,dynamic,0.3381397859596438,0.6618602140403562,10,Nick Lachey,,0.09036493200248227
25,6,dynamic,0.42832852032984275,0.5716714796701572,9,Nick Lachey,,0.10000181408067509
25,7,dynamic,0.5716714796701571,0.4283285203298429,8,"Nikki Bella,Terrell Owens",,0.10711005531773912
25,8,dynamic,0.6618602140403562,0.3381397859596438,6,Drew Scott,,0.1251459522926021
25,9,dynamic,0.6908090520359897,0.30919094796401025,5,Drew Scott,,0.15598420547480998
25,10,dynamic,0.6979119497225766,0.30208805027742336,4,Drew Scott,,0.1689990958063635
26,1,dynamic,0.3009890492626539,0.6990109507373461,10,"Johnny Damon,Kareem Abdul-Jabbar",,0.11393532000824289
26,2,dynamic,0.3381397859596438,0.6618602140403562,8,"Kareem Abdul-Jabbar,Chris Mazdzer",,0.10663364722931859
26,3,dynamic,0.6270297904774574,0.37297020952254256,6,"Jennie Finch Daigle,Chris Mazdzer,Mirai Nagasu",,0.0982057266573378
26,4,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16666667510304342
27,1,dynamic,0.3001234181150166,0.6998765818849835,13,Joe Amabile,,0.07228459825400971
27,2,dynamic,0.30065257129588735,0.6993474287041126,12,Joe Amabile,,0.1122317396198864
27,3,dynamic,0.3034309941654848,0.6965690058345152,11,John Schneider,,0.07241777654787997
27,4,dynamic,0.31751999908658446,0.6824800009134155,10,Bobby Bones,,0.06660927159246269
27,5,dynamic,0.37807387080553606,0.621926129194464,9,Joe Amabile,,0.09137921382246993
27,6,dynamic,0.5248706003543192,0.4751293996456808,9,Joe Amabile,,0.15055611961579066
27,7,dynamic,0.6487065049629923,0.3512934950370077,8,"Joe Amabile,DeMarcus Ware",,0.11095799646681924
27,8,dynamic,0.6891872367067873,0.3108127632932127,6,"Bobby Bones,Joe Amabile",,0.166131199447929
27,9,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.17191082725344264
28,1,dynamic,0.3000911610990888,0.6999088389009112,12,Lamar Odom,,0.08075574512024129
28,2,dynamic,0.3003562388950501,0.69964376110495,12,Lamar Odom,,0.07949489636195047
28,3,dynamic,0.30138943058852713,0.6986105694114728,10,Lamar Odom,,0.10899118212106258
28,4,dynamic,0.3053788343383616,0.6946211656616383,10,Sean Spicer,,0.1577880268413002
28,5,dynamic,0.32024116159172605,0.679758838408274,9,Sean Spicer,,0.09193119349855175
28,6,dynamic,0.3689902969682859,0.6310097030317141,9,Sean Spicer,,0.09276984150745332
28,7,dynamic,0.47961647363421395,0.5203835263657861,8,Sean Spicer,,0.12578955068334674
28,8,dynamic,0.6044669956176942,0.39553300438230576,7,Sean Spicer,,0.1187624470321544
28,9,dynamic,0.6702879228786678,0.3297120771213322,6,Sean Spicer,,0.11429155802720731
28,10,dynamic,0.6919571075344866,0.3080428924655134,5,James Van Der Beek,,0.1474936406383343
28,11,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.13888880999717662
29,1,dynamic,0.3000911610990888,0.6999088389009112,15,Carole Baskin,,0.09036563558052182
29,2,dynamic,0.3003562388950501,0.69964376110495,15,Charles Oakley,,0.14689218964883607
29,3,dynamic,0.30138943058852713,0.6986105694114728,14,Skai Jackson,,0.08741025925779765
29,4,dynamic,0.3053788343383616,0.6946211656616383,13,Nelly,,0.19993644089403048
29,5,dynamic,0.32024116159172605,0.679758838408274,12,Jesse Metcalfe,,0.13308239318555634
29,6,dynamic,0.3689902969682859,0.6310097030317141,11,Veron Davis,,0.12026945135945728
29,7,dynamic,0.47961647363421395,0.5203835263657861,10,Skai Jackson,,0.09337764965653357
29,8,dynamic,0.6044669956176942,0.39553300438230576,8,Nelly,,0.13499617380855572
29,9,dynamic,0.6702879228786678,0.3297120771213322,7,Nelly,,0.14309319182738967
29,10,dynamic,0.6919571075344866,0.3080428924655134,6,"Nelly,Skai Jackson",,0.1257616941149298
29,11,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.1874999944624962
30,1,dynamic,0.3001044761276383,0.6998955238723616,15,Martin Kove,,0.054280333069617465
30,2,dynamic,0.3004678041060222,0.6995321958939777,15,Iman Shumpert,,0.09597804429863961
30,3,dynamic,0.30208805027742336,0.6979119497225766,14,Brian Austin Green,,0.11033284338536486
30,4,dynamic,0.30919094796401025,0.6908090520359897,13,"Brian Austin Green,Cody Rigsby",,0.14990383793844403
30,5,dynamic,0.3381397859596438,0.6618602140403562,11,Iman Shumpert,,0.16903483563011104
30,6,dynamic,0.42832852032984275,0.5716714796701572,10,"Mike ""The Miz"" Mizanin",,0.1055585321580603
30,7,dynamic,0.5716714796701571,0.4283285203298429,9,"Mike ""The Miz"" Mizanin",,0.07622045202130488
30,8,dynamic,0.6618602140403562,0.3381397859596438,8,"Jimmie Allen,Iman Shumpert",,0.10400760778276466
30,9,dynamic,0.6908090520359897,0.30919094796401025,6,"Cody Rigsby,Melora Hardin",,0.10499626030657205
30,10,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.17189241164754906
31,1,dynamic,0.3001044761276383,0.6998955238723616,16,Shangela,Charli D'Amelio,0.08733768100608039
31,2,dynamic,0.3004678041060222,0.6995321958939777,15,Vinny Guadagnino,,0.0474336229373734
31,3,dynamic,0.30208805027742336,0.6979119497225766,14,Cheryl Ladd,,0.13027259448004214
31,4,dynamic,0.30919094796401025,0.6908090520359897,13,Sam Champion,,0.15001251894420037
31,5,dynamic,0.3381397859596438,0.6618602140403562,12,Joseph Baena,,0.12320356774634415
31,6,dynamic,0.42832852032984275,0.5716714796701572,10,Vinny Guadagnino,,0.1461549766433406
31,7,dynamic,0.5716714796701571,0.4283285203298429,9,Vinny Guadagnino,,0.08243125913160423
31,8,dynamic,0.6618602140403562,0.3381397859596438,8,"Vinny Guadagnino,Heidi D'Amelio",,0.12611685562732433
31,9,dynamic,0.6908090520359897,0.30919094796401025,6,"Trevor Donovan,Daniel Durant",,0.11731505957229439
31,10,dynamic,0.6979119497225766,0.30208805027742336,4,,,0.25
32,1,dynamic,0.3000911610990888,0.6999088389009112,14,Jason Mraz,Charity Lawson,0.13520144855518354
32,2,dynamic,0.3003562388950501,0.69964376110495,13,Adrian Peterson,,0.06485501392570675
32,3,dynamic,0.30138943058852713,0.6986105694114728,12,Mauricio Umansky,,0.13601755217790595
32,4,dynamic,0.3053788343383616,0.6946211656616383,11,Alyson Hannigan,,0.17130226657605854
32,5,dynamic,0.32024116159172605,0.679758838408274,10,Alyson Hannigan,,0.14758606325873086
32,6,dynamic,0.3689902969682859,0.6310097030317141,9,Harry Jowsey,,0.15799486709142674
32,7,dynamic,0.47961647363421395,0.5203835263657861,8,Harry Jowsey,,0.18032767048499745
32,8,dynamic,0.6044669956176942,0.39553300438230576,7,Harry Jowsey,,0.125796102669293
32,9,dynamic,0.6702879228786678,0.3297120771213322,6,Harry Jowsey,,0.1475221298924221
32,10,dynamic,0.6919571075344866,0.3080428924655134,5,Alyson Hannigan,,0.12334909639095948
32,11,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.1419853769509777
33,1,dynamic,0.3001234181150166,0.6998765818849835,13,Eric Roberts,,0.07941648138842698
33,2,dynamic,0.30065257129588735,0.6993474287041126,13,"Eric Roberts,Reginald VelJohnson",,0.12426640222229583
33,3,dynamic,0.3034309941654848,0.6965690058345152,11,"Eric Roberts,Reginald VelJohnson",,0.15287973165514446
33,4,dynamic,0.31751999908658446,0.6824800009134155,9,Dwight Howard,,0.18849364215039077
33,5,dynamic,0.37807387080553606,0.621926129194464,8,Dwight Howard,,0.14165314821874878
33,6,dynamic,0.5248706003543192,0.4751293996456808,7,Stephen Nedoroscik,,0.1308323072407017
33,7,dynamic,0.6487065049629923,0.3512934950370077,6,Danny Amendola,,0.12648201605790968
33,8,dynamic,0.6891872367067873,0.3108127632932127,5,Stephen Nedoroscik,,0.17602125672044347
33,9,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.1349894227004539
34,1,dynamic,0.3000911610990888,0.6999088389009112,14,Andy Richter,,0.11268125933030526
34,2,dynamic,0.3003562388950501,0.69964376110495,14,"Corey Feldman,Andy Richter",,0.09824963505453979
34,3,dynamic,0.30138943058852713,0.6986105694114728,12,Andy Richter,,0.16274026679044754
34,4,dynamic,0.3053788343383616,0.6946211656616383,11,Andy Richter,,0.12862510242317066
34,5,dynamic,0.32024116159172605,0.679758838408274,10,Andy Richter,,0.08388387233288723
34,6,dynamic,0.3689902969682859,0.6310097030317141,10,Andy Richter,,0.14752026087250586
34,7,dynamic,0.47961647363421395,0.5203835263657861,9,Andy Richter,,0.13385901340648562
34,8,dynamic,0.6044669956176942,0.39553300438230576,8,Andy Richter,,0.1217271028536307
34,9,dynamic,0.6702879228786678,0.3297120771213322,7,Andy Richter,,0.1405457290041299
34,10,dynamic,0.6919571075344866,0.3080428924655134,6,Dylan Efron,,0.1441684925474842
34,11,dynamic,0.6979119497225766,0.30208805027742336,5,,,0.1155516473020424
