celebrity_name,fan_share_mean,score,fan_rank,final_rank,season,method
Bobby Bones,0.10452921494069484,0.2164869008300945,5.0,5.0,27,percent
Danelle Umstead,0.06485877506863647,0.13434882617225724,12.0,12.0,27,percent
DeMarcus Ware,0.10294245177143162,0.20584732245667486,6.0,6.0,27,percent
Evanna Lynch,0.13525878056904958,0.2655514940705732,2.0,2.0,27,percent
Joe Amabile,0.08311752056510145,0.16739531707606894,10.0,10.0,27,percent
John Schneider,0.09045411990072726,0.18092471460990459,9.0,9.0,27,percent
Juan Pablo Di Pace,0.121835012201276,0.24349104038577674,4.0,4.0,27,percent
Mary Lou Retton,0.09517153426893032,0.19208904363060428,7.0,8.0,27,percent
Milo Manheim,0.14302762572441513,0.2781040371941979,1.0,1.0,27,percent
Nancy McKeon,0.07649232912530207,0.15430465655813386,11.0,11.0,27,percent
Nikki Glaser,0.0621578780571709,0.13078532903756307,13.0,13.0,27,percent
Tinashe,0.09347973720468662,0.19298332213069871,8.0,7.0,27,percent
Ally Brooke,0.15097093417325036,0.2959133842273429,1.0,1.0,28,percent
Hannah Brown,0.13747218566789535,0.27892807934269737,3.0,3.0,28,percent
James Van Der Beek,0.12972352924178265,0.2607544701694783,5.0,5.0,28,percent
Karamo Brown,0.09546407696166623,0.1928586395596233,8.0,8.0,28,percent
Kate Flannery,0.10393603340184143,0.21256336272021942,7.0,6.0,28,percent
Kel Mitchell,0.14481506216579454,0.2848639924304976,2.0,2.0,28,percent
Lamar Odom,0.06873373238318442,0.12927376498853074,12.0,12.0,28,percent
Lauren Alaina,0.13188585599556363,0.2668437743935731,4.0,4.0,28,percent
Mary Wilson,0.07329538444358917,0.15068916790788234,11.0,10.0,28,percent
Ray Lewis,0.07479819374714641,0.14711583507945986,10.0,11.0,28,percent
Sailor Brinkley-Cook,0.10398296948196402,0.2089333016455767,6.0,7.0,28,percent
Sean Spicer,0.08793595342247146,0.1759546121654011,9.0,9.0,28,percent
AJ McLean,0.09000744195809558,0.18209856822377052,7.0,7.0,29,percent
Anne Heche,0.06233733220595889,0.12691559719182133,13.0,13.0,29,percent
Carole Baskin,0.050939512402179775,0.09881297148560327,14.0,14.0,29,percent
Charles Oakley,0.047590561502446574,0.09814001205189712,15.0,15.0,29,percent
Chrishell Stause,0.07756058509689248,0.1581470541013601,10.0,9.0,29,percent
Jeannie Mai,0.0778631861633328,0.1573325023912055,9.0,10.0,29,percent
Jesse Metcalfe,0.06720404833564932,0.13713099876921758,12.0,12.0,29,percent
Johnny Weir,0.10409529576318581,0.2082611807880664,4.0,4.0,29,percent
Justina Machado,0.11868561345678703,0.23455723928662459,3.0,3.0,29,percent
Kaitlyn Bristowe,0.1252943092497303,0.2449936317959402,2.0,2.0,29,percent
Monica Aldama,0.07862540341273998,0.1589263012422212,8.0,8.0,29,percent
Nelly,0.09857113798163696,0.20513532108770718,5.0,5.0,29,percent
Nev Schulman,0.12974949453550264,0.25092712032154607,1.0,1.0,29,percent
Skai Jackson,0.09746003519916946,0.19577015565798422,6.0,6.0,29,percent
Veron Davis,0.07163326112869943,0.1440047841161193,11.0,11.0,29,percent
Amanda Kloots,0.11888206078864787,0.23797317897779174,2.0,2.0,30,percent
Brian Austin Green,0.05729149571132015,0.12014713056079133,14.0,14.0,30,percent
Christine Chiu,0.06431279452216711,0.13135061849694785,12.0,12.0,30,percent
Cody Rigsby,0.10088813784827741,0.20813440714764714,4.0,4.0,30,percent
Iman Shumpert,0.11359437203077591,0.22184893470556802,3.0,3.0,30,percent
Jimmie Allen,0.08603065994856532,0.17204344135617994,8.0,8.0,30,percent
JoJo Siwa,0.13351183695800797,0.2557279961701001,1.0,1.0,30,percent
Kenya Moore,0.07150885461105505,0.14751013778703195,11.0,11.0,30,percent
Martin Kove,0.04240559930671594,0.07964568162876548,15.0,15.0,30,percent
Matt James,0.06289641386574885,0.12744042519959864,13.0,13.0,30,percent
Melanie C,0.07978851443168442,0.15942076587869178,9.0,9.0,30,percent
Melora Hardin,0.09839369124295762,0.19891102627786383,6.0,6.0,30,percent
"Mike ""The Miz"" Mizanin",0.07509494036861643,0.15498811108299831,10.0,10.0,30,percent
Olivia Jade,0.0926479516589632,0.1852275421328035,7.0,7.0,30,percent
Suni Lee,0.10045581186697611,0.20044587223219051,5.0,5.0,30,percent
Charli D'Amelio,0.1334430817436612,0.25765048102626426,1.0,1.0,31,percent
Cheryl Ladd,0.05335979925162726,0.10852581446891629,14.0,14.0,31,percent
Daniel Durant,0.0925879931564969,0.1876018919686851,5.0,5.0,31,percent
Gabby Windey,0.12805424079995079,0.24745436350085526,2.0,2.0,31,percent
Heidi D'Amelio,0.08661524690043824,0.17454223235648206,7.0,7.0,31,percent
Jason Lewis,0.04061354363247699,0.08773396248064452,16.0,16.0,31,percent
Jessie James Decker,0.06954100301121052,0.14057145291780165,11.0,11.0,31,percent
Jordin Sparks,0.07737204796176243,0.15911178713564259,8.0,8.0,31,percent
Joseph Baena,0.06610199091685123,0.13345253813418623,12.0,12.0,31,percent
Sam Champion,0.058235846909516956,0.11785413847679321,13.0,13.0,31,percent
Selma Blair,0.07663629948641348,0.15223099132381424,9.0,9.0,31,percent
Shangela,0.10997999745631329,0.2239131530321649,4.0,4.0,31,percent
Teresa Giudice,0.05019835124115404,0.10428898307158153,15.0,15.0,31,percent
Trevor Donovan,0.09149311317965651,0.18412029131960767,6.0,6.0,31,percent
Vinny Guadagnino,0.07028680573273816,0.14244303751340484,10.0,10.0,31,percent
Wayne Brady,0.1166705584586297,0.23495034151693858,3.0,3.0,31,percent
Adrian Peterson,0.07581830349390241,0.14995798927252008,11.0,11.0,32,percent
Alyson Hannigan,0.10675763571453492,0.21961817976437664,5.0,5.0,32,percent
Ariana Madix,0.13696557301634915,0.2717468482584033,3.0,3.0,32,percent
Barry Williams,0.08783983365772238,0.18004679491267306,7.0,7.0,32,percent
Charity Lawson,0.13798349787254532,0.2725967564198296,2.0,2.0,32,percent
Harry Jowsey,0.08673703834600295,0.175818427213201,8.0,8.0,32,percent
Jamie Lynn Spears,0.06814805865711128,0.134229036502795,12.0,12.0,32,percent
Jason Mraz,0.1360035003893118,0.27141083286152434,4.0,4.0,32,percent
Lele Pons,0.10002654575380812,0.19860995014185923,6.0,6.0,32,percent
Matt Walsh,0.05299195588545962,0.10494000783351157,14.0,14.0,32,percent
Mauricio Umansky,0.0774110096832943,0.15544664335982852,10.0,10.0,32,percent
Mira Sorvino,0.0812843916223365,0.16306146130188295,9.0,9.0,32,percent
Tyson Beckford,0.06247495783036958,0.1256408940613213,13.0,13.0,32,percent
Xochitl Gomez,0.14279779195904865,0.2817955879690715,1.0,1.0,32,percent
Anna Delvey,0.06449914173294612,0.1338821251306174,11.0,11.0,33,percent
Brooks Nader,0.08214759707826363,0.17093493729641046,9.0,9.0,33,percent
Chandler Kinney,0.15493039977368,0.29863110693907785,1.0,1.0,33,percent
Danny Amendola,0.12407427718484199,0.25585067387919147,5.0,4.0,33,percent
Dwight Howard,0.10571583168899223,0.21629267795946827,7.0,6.0,33,percent
Eric Roberts,0.062100460506288625,0.12583223512233843,12.0,12.0,33,percent
Ilona Maher,0.12518487124765526,0.25388810875121004,4.0,5.0,33,percent
Jenn Tran,0.10763644809258917,0.21323934185523852,6.0,7.0,33,percent
Joey Graziadei,0.15118663779128874,0.29214476096537034,2.0,2.0,33,percent
Phaedra Parks,0.09221688965415871,0.1870217214199147,8.0,8.0,33,percent
Reginald VelJohnson,0.06196215970828444,0.12494702593095118,13.0,13.0,33,percent
Stephen Nedoroscik,0.13198337453364298,0.26482113030003984,3.0,3.0,33,percent
Tori Spelling,0.06853673207403942,0.13977139296598307,10.0,10.0,33,percent
Alix Earle,0.1280222190478655,0.24920086671108804,1.0,2.0,34,percent
Andy Richter,0.07603181046547677,0.1558836919303148,11.0,11.0,34,percent
Baron Davis,0.06255905995675014,0.12542096555422338,13.0,13.0,34,percent
Corey Feldman,0.04981754904751609,0.10423499070394705,14.0,14.0,34,percent
Danielle Fishel,0.08659057135000264,0.17841320492458618,7.0,7.0,34,percent
Dylan Efron,0.11258486191505282,0.22884547021470095,5.0,5.0,34,percent
Elaine Hendrix,0.1107761185050238,0.2239677313801848,6.0,6.0,34,percent
Hilaria Baldwin,0.08273642378690133,0.16754904136895088,9.0,9.0,34,percent
Jen Affleck,0.08507521011644814,0.17195497607783428,8.0,8.0,34,percent
Jordan Chiles,0.12275578111682041,0.241125809665491,3.0,3.0,34,percent
Lauren Jauregui,0.07116616267681303,0.14611508652150873,12.0,12.0,34,percent
Robert Irwin,0.12738045766604955,0.2492092846055445,2.0,1.0,34,percent
Scott Hoying,0.07689736572887351,0.15593135405122932,10.0,10.0,34,percent
Whitney Leavitt,0.11801672478768,0.23467740504744888,4.0,4.0,34,percent
Evander Holyfield,0.14477785075168262,0.2285117861423361,6.0,6.0,1,dynamic
Joey McIntyre,0.21385151114940348,0.4753495810280658,3.0,4.0,1,dynamic
John O'Hurley,0.281681290106578,0.687066355231245,1.0,2.0,1,dynamic
Kelly Monaco,0.2773978033825541,0.5369951314043636,2.0,3.0,1,dynamic
Rachel Hunter,0.20898550230568744,0.8454605978918992,4.0,1.0,1,dynamic
Trista Sutter,0.1529961609201962,0.4295156652886182,5.0,5.0,1,dynamic
Drew Lachey,0.20336606400690893,0.9482955756993494,1.0,2.0,2,dynamic
George Hamilton,0.1305384107144833,0.4602652665360701,5.0,7.0,2,dynamic
Giselle Fernandez,0.11381958972205773,0.677296134491542,7.0,4.0,2,dynamic
Jerry Rice,0.1573621367414007,0.36803218931996,4.0,8.0,2,dynamic
Kenny Mayne,0.06278083937405526,0.025012666150491726,10.0,10.0,2,dynamic
Lisa Rinna,0.16170837837728694,0.6792552620624842,3.0,3.0,2,dynamic
Master P,0.08766466143795194,0.09896269876157578,9.0,9.0,2,dynamic
Stacy Keibler,0.2023069311418894,0.9540966821193683,2.0,1.0,2,dynamic
Tatum O'Neal,0.093730325650378,0.4792895569042539,8.0,6.0,2,dynamic
Tia Carrere,0.12763418527154136,0.6222552630070597,6.0,5.0,2,dynamic
Emmitt Smith,0.2094111338075709,0.5950707575994174,2.0,6.0,3,dynamic
Harry Hamlin,0.09255270583534715,0.329089168908786,9.0,7.0,3,dynamic
Jerry Springer,0.1108667880312431,0.11968265664982544,6.0,10.0,3,dynamic
Joey Lawrence,0.17869671763255734,0.6517424361120341,3.0,3.0,3,dynamic
Mario Lopez,0.22304334626628072,0.7531372707188432,1.0,1.0,3,dynamic
Monique Coleman,0.15188705290515864,0.6300907978604141,4.0,4.0,3,dynamic
Sara Evans,0.10140305179924405,0.2785276453746147,8.0,9.0,3,dynamic
Shanna Moakler,0.08366024111949649,0.306292706272295,10.0,8.0,3,dynamic
Tucker Carlson,0.06400396272764919,0.0,11.0,11.0,3,dynamic
Vivica A. Fox,0.10950182542951092,0.6268602719729781,7.0,5.0,3,dynamic
Willa Ford,0.1244031355843099,0.7168257425598544,5.0,2.0,3,dynamic
Apolo Anton Ohno,0.18340555636568628,0.8697915460153427,1.0,1.0,4,dynamic
Billy Ray Cyrus,0.1083753295587936,0.27441729483782407,5.0,9.0,4,dynamic
Clyde Drexler,0.07819922034702642,0.06806492395546244,10.0,11.0,4,dynamic
Heather Mills,0.107509093609838,0.5861726236185169,6.0,5.0,4,dynamic
Ian Ziering,0.13980361605357464,0.6244076653394022,4.0,4.0,4,dynamic
Joey Fatone,0.17968655086251345,0.8634350116199971,2.0,2.0,4,dynamic
John Ratzenberger,0.09990798477392719,0.2713403195988021,7.0,10.0,4,dynamic
Laila Ali,0.17343149698319701,0.7760418184615269,3.0,3.0,4,dynamic
Leeza Gibbons,0.09212477147869771,0.4068262867814809,8.0,6.0,4,dynamic
Paulina Porizkova,0.07795407834906297,0.32703701443629496,11.0,8.0,4,dynamic
Shandi Finnessey,0.08323832583631496,0.3737145706945128,9.0,7.0,4,dynamic
Albert Reed,0.08204877110671296,0.4803427222580523,9.0,7.0,5,dynamic
Cameron Mathison,0.1245385141331774,0.5050918365390524,5.0,6.0,5,dynamic
Floyd Mayweather Jr.,0.08356576772392567,0.3458419000807718,8.0,9.0,5,dynamic
Helio Castroneves,0.17824922146248237,0.7951210784492833,2.0,3.0,5,dynamic
Jane Seymour,0.1113167975890805,0.518638132025995,7.0,5.0,5,dynamic
Jennie Garth,0.14153732412106804,0.5945304182742833,3.0,4.0,5,dynamic
Josie Maran,0.04844133682201196,0.0,12.0,12.0,5,dynamic
Marie Osmond,0.14017247599822583,0.36393961737342556,4.0,8.0,5,dynamic
Mark Cuban,0.08183496340145865,0.20315075300554306,10.0,10.0,5,dynamic
Mel B,0.1856294122929099,0.9021807901595512,1.0,1.0,5,dynamic
Sabrina Bryan,0.12342575078504649,0.8716856809823007,6.0,2.0,5,dynamic
Wayne Newton,0.07119867251217048,0.15306662654844605,11.0,11.0,5,dynamic
Adam Carolla,0.0770493440860941,0.17843309972074714,10.0,10.0,6,dynamic
Cristian de la Fuente,0.15806382961209864,0.5495510484748299,3.0,5.0,6,dynamic
Jason Taylor,0.16783406576378682,0.6932495459261393,2.0,2.0,6,dynamic
Kristi Yamaguchi,0.18807937543424752,0.9624412312652882,1.0,1.0,6,dynamic
Mario,0.12780259585819934,0.6276699882162803,4.0,3.0,6,dynamic
Marissa Jaret Winokur,0.12689587647010503,0.35442083144911585,5.0,8.0,6,dynamic
Marlee Matlin,0.09879947202279364,0.41676754252652887,7.0,7.0,6,dynamic
Monica Seles,0.06273054850641084,0.0177673910789513,12.0,12.0,6,dynamic
Penn Jillette,0.06750749725150673,0.14408331517154588,11.0,11.0,6,dynamic
Priscilla Presley,0.09828243693918551,0.5309288023528023,8.0,6.0,6,dynamic
Shannon Elizabeth,0.11577821120359731,0.589675958392343,6.0,4.0,6,dynamic
Steve Guttenberg,0.0774712245613493,0.25175158300096423,9.0,9.0,6,dynamic
Brooke Burke,0.1919685867102182,0.9253821753561778,1.0,1.0,7,dynamic
Cloris Leachman,0.08799208079541838,0.15956199967977694,9.0,12.0,7,dynamic
Cody Linley,0.1331460089272055,0.4815987966136535,4.0,8.0,7,dynamic
Jeffrey Ross,0.051564075830320154,0.0,13.0,13.0,7,dynamic
Kim Kardashian,0.07410676758442473,0.33558934026795695,11.0,9.0,7,dynamic
Lance Bass,0.16593132991529308,0.5724175435343989,2.0,5.0,7,dynamic
Maurice Greene,0.12576941328329896,0.4941327322952443,5.0,7.0,7,dynamic
Misty May-Treanor,0.09024037334178103,0.7274165213112606,8.0,2.0,7,dynamic
Rocco DiSpirito,0.08050641051879705,0.21690545520524884,10.0,10.0,7,dynamic
Susan Lucci,0.1149337545487126,0.5157024865998806,6.0,6.0,7,dynamic
Ted McGinley,0.05486478771070878,0.2106716551168574,12.0,11.0,7,dynamic
Toni Braxton,0.10367090967908435,0.585065169707951,7.0,3.0,7,dynamic
Warren Sapp,0.16085393446560975,0.5765823700726309,3.0,4.0,7,dynamic
Belinda Carlisle,0.06765169575439978,0.2547911720349878,12.0,11.0,8,dynamic
Chuck Wicks,0.11117779710140283,0.6294896063869384,6.0,5.0,8,dynamic
David Alan Grier,0.08688480560516543,0.5286066067408224,8.0,6.0,8,dynamic
Denise Richards,0.07206932827605377,0.38488062819119767,11.0,7.0,8,dynamic
Gilles Marini,0.1677879002568534,0.8923968446484923,2.0,1.0,8,dynamic
Holly Madison,0.0725283256453694,0.3451963284176652,10.0,10.0,8,dynamic
Lawrence Taylor,0.08861153033851199,0.3662718001470292,7.0,9.0,8,dynamic
Lil' Kim,0.12889253306643467,0.7987640326920725,4.0,3.0,8,dynamic
Melissa Rycroft,0.15478540090178544,0.733701268531732,3.0,4.0,8,dynamic
Shawn Johnson,0.17064573493785706,0.8490812059031666,1.0,2.0,8,dynamic
Steve Wozniak,0.06224273022719912,0.05316438614978778,13.0,13.0,8,dynamic
Steve-O,0.07278076305909462,0.14088480234123932,9.0,12.0,8,dynamic
Ty Murray,0.11431505099521969,0.37033719087408506,5.0,8.0,8,dynamic
Aaron Carter,0.11084651631968978,0.6225875896356442,5.0,4.0,9,dynamic
Ashley Hamiliton,0.042285080345880945,0.0,16.0,16.0,9,dynamic
Chuck Liddell,0.06562606258843542,0.25663935891600403,12.0,11.0,9,dynamic
Debi Mazar,0.06598381190529391,0.3807524318810352,11.0,9.0,9,dynamic
Donny Osmond,0.14976424681732708,0.6572598522984233,2.0,3.0,9,dynamic
Joanna Krupa,0.1311227579890532,0.69053149751154,4.0,2.0,9,dynamic
Kathy Ireland,0.0498948080333751,0.14812065635348212,14.0,13.0,9,dynamic
Kelly Osbourne,0.13739029120988006,0.44129731631308494,3.0,8.0,9,dynamic
Louie Vito,0.07704354123063605,0.3158673127474979,9.0,10.0,9,dynamic
Macy Gray,0.04282842232112713,0.01141878601598749,15.0,15.0,9,dynamic
Mark Dacascos,0.09253715604870931,0.5339528068702021,6.0,6.0,9,dynamic
Melissa Joan Hart,0.08243512500101811,0.4525245178390635,7.0,7.0,9,dynamic
Michael Irvin,0.07643879020831393,0.1454818854756379,10.0,14.0,9,dynamic
Mya,0.16802129637072,0.8905248351955182,1.0,1.0,9,dynamic
Natalie Coughlin,0.08233044284266497,0.58986674756239,8.0,5.0,9,dynamic
Tom DeLay,0.061550021118645666,0.24673257024878656,13.0,12.0,9,dynamic
Aiden Turner,0.08783067097035308,0.2876105516192266,8.0,9.0,10,dynamic
Buzz Aldrin,0.06887001897596996,0.0,11.0,11.0,10,dynamic
Chad Ochocinco,0.13148268312573957,0.40922552574623766,4.0,6.0,10,dynamic
Erin Andrews,0.16264462191489043,0.5819166680802773,3.0,3.0,10,dynamic
Evan Lysacek,0.17515827319533028,0.7490478005772747,2.0,2.0,10,dynamic
Jake Pavelka,0.10718878099150464,0.4756673341811038,7.0,5.0,10,dynamic
Kate Gosselin,0.0830976467212893,0.1247760161454113,10.0,10.0,10,dynamic
Nicole Scherzinger,0.19464198869952984,0.9758482328122084,1.0,1.0,10,dynamic
Niecy Nash,0.11117863701876109,0.29292302713557916,6.0,8.0,10,dynamic
Pamela Anderson,0.11643713203458063,0.5688397849736968,5.0,4.0,10,dynamic
Shannen Doherty,0.08558216650694436,0.365690212531554,9.0,7.0,10,dynamic
Audrina Patridge,0.1193014362240723,0.7506980146370913,7.0,3.0,11,dynamic
Brandy,0.15856859542616206,0.8736988648274745,3.0,2.0,11,dynamic
Bristol Palin,0.138289537203277,0.23062201090923956,4.0,8.0,11,dynamic
David Hasselhoff,0.07066343840515642,0.026434122015409733,11.0,12.0,11,dynamic
Florence Henderson,0.08947348198980147,0.3425354431214177,8.0,7.0,11,dynamic
Jennifer Grey,0.18391765702803534,0.9147313082749873,1.0,1.0,11,dynamic
Kurt Warner,0.1196320809706665,0.4622745595027582,6.0,6.0,11,dynamic
Kyle Massey,0.16308006225773158,0.6146383619662938,2.0,5.0,11,dynamic
Margaret Cho,0.07408432486568363,0.16312290800686902,10.0,10.0,11,dynamic
Michael Bolton,0.06556973217011583,0.07328906242929462,12.0,11.0,11,dynamic
Rick Fox,0.12145741571876989,0.6624121155021079,5.0,4.0,11,dynamic
The Situation,0.08137990346037527,0.21732712123996814,9.0,9.0,11,dynamic
Chelsea Kane,0.1836151086417618,0.8423332959135091,1.0,2.0,12,dynamic
Chris Jericho,0.11026404935699285,0.6137524241428024,6.0,4.0,12,dynamic
Hines Ward,0.18282992269790227,0.8912006592258184,2.0,1.0,12,dynamic
Kendra Wilkinson,0.107493850351997,0.3618232426356271,7.0,8.0,12,dynamic
Kirstie Alley,0.1477265646467924,0.4691509239083348,3.0,6.0,12,dynamic
Mike Catherwood,0.07172289604782792,0.0,11.0,11.0,12,dynamic
Petra Nemcova,0.09681172114405937,0.4676980222184148,8.0,7.0,12,dynamic
Ralph Macchio,0.13407985141473508,0.5333040277247404,4.0,5.0,12,dynamic
Romeo,0.13086131881800436,0.6510346165512743,5.0,3.0,12,dynamic
Sugar Ray Leonard,0.08658908655629162,0.2931354685404284,9.0,9.0,12,dynamic
Wendy Williams,0.07225761140390981,0.040477000263323785,10.0,10.0,12,dynamic
Carson Kressley,0.08508113122731645,0.18976709343211057,10.0,10.0,13,dynamic
Chaz Bono,0.08988929056762303,0.1340670375033899,9.0,11.0,13,dynamic
Chynna Phillips,0.10164004188090071,0.693209922190036,7.0,4.0,13,dynamic
David Arquette,0.11268223615015152,0.46037688298500284,5.0,7.0,13,dynamic
Elisabetta Canalis,0.07794581706900688,0.28074918877417737,11.0,9.0,13,dynamic
Hope Solo,0.1356322126960209,0.5002636950802596,4.0,6.0,13,dynamic
J.R. Martinez,0.1735224876928422,0.7855944405877431,2.0,2.0,13,dynamic
Kristin Cavallari,0.09704655758053443,0.7073524516777491,8.0,3.0,13,dynamic
Metta World Peace (Ron),0.06781860988959733,0.0,12.0,12.0,13,dynamic
Nancy Grace,0.11183048600194834,0.3032610393708117,6.0,8.0,13,dynamic
Ricki Lake,0.17453591839364072,0.7952044187359059,1.0,1.0,13,dynamic
Rob Kardashian,0.17291549999691977,0.6428922239508308,3.0,5.0,13,dynamic
Donald Driver,0.14508312247718602,0.5630288894597824,3.0,5.0,14,dynamic
Gavin DeGraw,0.08225490017324313,0.20501721717625135,10.0,9.0,14,dynamic
Gladys Knight,0.08377765443666174,0.20267951965046094,9.0,10.0,14,dynamic
Jack Wagner,0.08104527904594978,0.3484413188919242,11.0,8.0,14,dynamic
Jaleel White,0.10515858970730418,0.5582773873858649,6.0,6.0,14,dynamic
Katherine Jenkins,0.1683763881125167,0.8071580163800751,1.0,1.0,14,dynamic
Maria Menounos,0.13828018675455572,0.7007524933548408,4.0,3.0,14,dynamic
Martina Navratilova,0.06353872955195572,0.015160050092728925,12.0,12.0,14,dynamic
Melissa Gilbert,0.09230147036160505,0.16208806022711358,7.0,11.0,14,dynamic
Roshon Fegan,0.11695515439939246,0.6317538407504174,5.0,4.0,14,dynamic
Sherri Sheperd,0.08440190223954991,0.35492953173785213,8.0,7.0,14,dynamic
William Levy,0.1588958754586715,0.7043663805852353,2.0,2.0,14,dynamic
Apolo Anton Ohno,0.12754759385058667,0.706790338305396,4.0,5.0,15,dynamic
Bristol Palin,0.07478624117777381,0.1689900128467876,12.0,11.0,15,dynamic
Drew Lachey,0.0763596093840802,0.3980511188079415,10.0,10.0,15,dynamic
Emmitt Smith,0.11737142611408292,0.5183236472214989,6.0,7.0,15,dynamic
Gilles Marini,0.11844985994521343,0.7394023609356095,5.0,3.0,15,dynamic
Helio Castroneves,0.08589947806060778,0.6397964300110082,9.0,6.0,15,dynamic
Joey Fatone,0.07606161741903875,0.49968049580401724,11.0,9.0,15,dynamic
Kelly Monaco,0.1402460918503809,0.5075300228876922,3.0,8.0,15,dynamic
Kirstie Alley,0.087812950198969,0.14621611595491174,8.0,12.0,15,dynamic
Melissa Rycroft,0.16259117668988274,0.8443885669916014,1.0,1.0,15,dynamic
Pamela Anderson,0.0463744159782205,0.0,13.0,13.0,15,dynamic
Sabrina Bryan,0.11258454127463761,0.8395703893746943,7.0,2.0,15,dynamic
Shawn Johnson,0.14573265282525952,0.7150629705326474,2.0,4.0,15,dynamic
Alexandra Raisman,0.15006790476947213,0.836643278006397,3.0,3.0,16,dynamic
Andy Dick,0.08792493167755962,0.2748743079773785,8.0,10.0,16,dynamic
D. L. Hughley,0.0749552200036234,0.12250802452497474,11.0,12.0,16,dynamic
Dorothy Hamill,0.07713237606490356,0.3851396535561368,10.0,7.0,16,dynamic
Ingo Rademacher,0.10960171389547314,0.4540896300139422,5.0,6.0,16,dynamic
Jacoby Jones,0.1382498769720817,0.6729765418675664,4.0,4.0,16,dynamic
Kellie Pickler,0.15443397998277386,0.8994785440481625,1.0,2.0,16,dynamic
Lisa Vanderpump,0.0797476433274133,0.3498693648423651,9.0,8.0,16,dynamic
Sean Lowe,0.10483208592049272,0.4561487708431578,6.0,5.0,16,dynamic
Victor Ortiz,0.08835580250402854,0.34172046463629874,7.0,9.0,16,dynamic
Wynonna Judd,0.0733852338355441,0.27374223016948934,12.0,11.0,16,dynamic
Zendaya,0.15336138066022248,0.9122636096654887,2.0,1.0,16,dynamic
Amber Riley,0.14723737712347387,0.8561729759129708,2.0,2.0,17,dynamic
Bill Engvall,0.11122128057701461,0.1991051226000847,6.0,10.0,17,dynamic
Bill Nye,0.06441646266258387,0.045725135810544625,11.0,12.0,17,dynamic
Brant Daugherty,0.11108632695344242,0.7103298628923056,7.0,5.0,17,dynamic
Christina Milian,0.10205014646061457,0.8339036729838707,9.0,3.0,17,dynamic
Corbin Bleu,0.1511151013268618,0.8837417102350377,1.0,1.0,17,dynamic
Elizabeth Berkley Lauren,0.11913835753850827,0.7315066156531953,4.0,4.0,17,dynamic
Jack Osbourne,0.13889719325170932,0.6869517405569439,3.0,6.0,17,dynamic
Keyshawn Johnson,0.062123166885946844,0.07940689472243603,12.0,11.0,17,dynamic
Leah Remini,0.11670050180101921,0.5184862787331764,5.0,8.0,17,dynamic
"Nicole ""Snooki"" Polizzi",0.1042229934237495,0.6663411482276206,8.0,7.0,17,dynamic
Valerie Harper,0.07039281635426856,0.20515889225508863,10.0,9.0,17,dynamic
Amy Purdy,0.1546296200101138,0.8007130388173523,2.0,2.0,18,dynamic
Billy Dee Williams,0.06714236938185977,0.0,12.0,12.0,18,dynamic
Candace Cameron Bure,0.12346939467429927,0.30197506504052296,6.0,9.0,18,dynamic
Charlie White,0.13416149425091659,0.7184315452420973,4.0,3.0,18,dynamic
Cody Simpson,0.0955639176203718,0.4662977604919917,8.0,6.0,18,dynamic
Danica McKellar,0.12485407355227066,0.6720295695345672,5.0,4.0,18,dynamic
Diana Nyad,0.07073400709304713,0.1759663850968841,11.0,11.0,18,dynamic
Drew Carey,0.08928449293212233,0.24495951246871417,9.0,10.0,18,dynamic
James Maslow,0.13929745287375295,0.5920623285437487,3.0,5.0,18,dynamic
Meryl Davis,0.15607557551912327,0.8407287335717404,1.0,1.0,18,dynamic
NeNe Leakes,0.09722404757405091,0.3450735846329275,7.0,8.0,18,dynamic
Sean Avery,0.07993995399048814,0.42300491748886593,10.0,7.0,18,dynamic
Alfonso Ribeiro,0.14663254381535754,0.8612021512146568,2.0,1.0,19,dynamic
Antonio Sabato Jr.,0.08948556699939544,0.3216028362502122,8.0,9.0,19,dynamic
Bethany Mota,0.14347931585433382,0.7648289608415326,3.0,3.0,19,dynamic
Betsey Johnson,0.07467396335297798,0.2342549271641524,12.0,11.0,19,dynamic
Janel Parrish,0.1479818204889005,0.8119821390449495,1.0,2.0,19,dynamic
Jonathan Bennett,0.09064253423472812,0.42089058142282276,7.0,7.0,19,dynamic
Lea Thompson,0.11453030911956412,0.6828156797198663,5.0,5.0,19,dynamic
Lolo Jones,0.05574565480306613,0.0375113951373861,13.0,13.0,19,dynamic
Michael Waltrip,0.08438818019859151,0.11605160358937727,9.0,12.0,19,dynamic
Randy Couture,0.07502051668859983,0.37102908595531847,11.0,8.0,19,dynamic
Sadie Robertson,0.14223934101781938,0.7321614977008043,4.0,4.0,19,dynamic
Tavis Smiley,0.07644442322384915,0.48508462274621683,10.0,6.0,19,dynamic
Tommy Chong,0.10078124642620548,0.2511180537066745,6.0,10.0,19,dynamic
Charlotte McKinney,0.06591372856551077,0.07402504592250601,12.0,12.0,20,dynamic
Chris Soules,0.09961954494400807,0.22782628042922304,7.0,11.0,20,dynamic
Michael Sam,0.08265587461346988,0.3696166635707223,9.0,6.0,20,dynamic
Nastia Liukin,0.14426395058286182,0.8823665437985916,3.0,1.0,20,dynamic
Noah Galloway,0.13801971446052677,0.33947993379700303,4.0,7.0,20,dynamic
Patti LaBelle,0.08834447994682183,0.261763758447298,8.0,9.0,20,dynamic
Redfoo,0.07856013524066831,0.3768195161972909,11.0,5.0,20,dynamic
