celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Lea Thompson,19,3,31.0,7.75,4,7.0,8.0,8.0,8.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,7.0,0.6363636363636364,11.0,6.159252866111327e-05,1138815.4226515437,70.14252155938304
Antonio Sabato Jr.,19,3,29.0,7.25,4,7.0,7.0,7.0,8.0,8,7.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,17,Italy,Unknown,0,8.0,0.7727272727272727,11.0,8.33564231161095e-06,1138815.4226515437,9.492758022169316
Betsey Johnson,19,3,29.0,7.25,4,7.0,9.0,6.0,7.0,10,4.0,False,Fashion Designer,Other,72,>55,Tony Dovolani,17,United States,Connecticut,1,8.0,0.7727272727272727,11.0,8.33564231161095e-06,1138815.4226515437,9.492758022169316
Michael Waltrip,19,3,28.0,7.0,4,7.0,7.0,7.0,7.0,7,8.0,False,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,10.0,0.9090909090909092,11.0,3.0665114354004656e-06,1138815.4226515437,3.492190516371373
Randy Couture,19,3,26.0,6.5,4,7.0,7.0,6.0,6.0,11,3.0,True,Athlete,Sports,51,46-55,Karina Smirnoff,15,United States,Washington,1,11.0,1.0,11.0,4.1500719365823374e-07,1138815.4226515437,0.47261659264933253
Alfonso Ribeiro,19,4,40.0,10.0,4,10.0,10.0,10.0,10.0,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,1.0,0.1,11.0,0.3741999099999998,1213085.9936940358,453936.66966256854
Jonathan Bennett,19,4,24.0,6.0,4,6.0,6.0,6.0,6.0,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Allison Holker,0,United States,Ohio,1,10.0,1.0,11.0,0.31270001000000003,1213085.9936940358,379332.00235898496
Michael Waltrip,19,4,25.0,6.25,4,6.0,6.0,6.0,7.0,7,8.0,False,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,9.0,0.9,11.0,0.2502000099999998,1213085.9936940358,303514.12775310746
Tommy Chong,19,4,28.0,7.0,4,7.0,7.0,7.0,7.0,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,8.0,0.8,11.0,0.06270001000000014,1213085.9936940358,76060.50393547615
Antonio Sabato Jr.,19,4,29.0,7.25,4,7.0,7.0,7.0,8.0,8,7.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,17,Italy,Unknown,0,6.0,0.65,11.0,0.0002000100000000016,1213085.9936940358,242.62932959874604
Janel Parrish,19,4,36.0,9.0,4,9.0,9.0,9.0,9.0,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,4.0,0.4,11.0,1.0000000102289292e-08,1213085.9936940358,0.012130860061026066
Sadie Robertson,19,4,37.0,9.25,4,9.0,10.0,9.0,9.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,3.0,0.3,11.0,1.000000007106427e-08,1213085.9936940358,0.012130860023147429
Bethany Mota,19,4,33.0,8.25,4,8.0,8.0,8.0,9.0,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,5.0,0.5,11.0,1.0000000000049027e-08,1213085.9936940358,0.012130859936999833
Lea Thompson,19,4,39.0,9.75,4,10.0,10.0,10.0,9.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,2.0,0.2,11.0,9.999999999999995e-09,1213085.9936940358,0.012130859936940352
Betsey Johnson,19,4,29.0,7.25,4,8.0,7.0,7.0,7.0,10,4.0,True,Fashion Designer,Other,72,>55,Tony Dovolani,17,United States,Connecticut,1,6.0,0.65,11.0,9.999999999999995e-09,1213085.9936940358,0.012130859936940352
Sadie Robertson,19,5,36.0,9.0,4,9.0,9.0,9.0,9.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,1.0,0.1111111111111111,11.0,0.7467605972778937,1287356.5647365279,961347.1571922669
Lea Thompson,19,5,34.0,8.5,4,9.0,8.0,8.0,9.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,2.0,0.2777777777777778,11.0,0.10106305694254582,1287356.5647365279,130104.18980732789
Alfonso Ribeiro,19,5,34.0,8.5,4,8.0,9.0,9.0,8.0,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,2.0,0.2777777777777778,11.0,0.10106305694254582,1287356.5647365279,130104.18980732789
Janel Parrish,19,5,33.0,8.25,4,8.0,8.0,8.0,9.0,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,4.0,0.4444444444444444,11.0,0.03717902091110141,1287356.5647365279,47862.656640383044
Bethany Mota,19,5,32.0,8.0,4,8.0,8.0,8.0,8.0,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,5.0,0.5555555555555556,11.0,0.013677397436077352,1287356.5647365279,17607.687377844733
Antonio Sabato Jr.,19,5,28.0,7.0,4,8.0,6.0,7.0,7.0,8,7.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,17,Italy,Unknown,0,6.0,0.6666666666666666,11.0,0.00025051027237689156,1287356.5647365279,322.49604367832706
Jonathan Bennett,19,5,24.0,6.0,4,6.0,6.0,6.0,6.0,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Allison Holker,0,United States,Ohio,1,7.0,0.7777777777777778,11.0,4.588255686773587e-06,1287356.5647365279,5.906721079057683
Tommy Chong,19,5,23.0,5.75,4,6.0,6.0,5.0,6.0,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,8.0,0.8888888888888888,11.0,1.6879249380019594e-06,1287356.5647365279,2.1729612497193194
Michael Waltrip,19,5,20.0,5.0,4,5.0,5.0,5.0,5.0,7,8.0,False,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,9.0,1.0,11.0,8.403683428812606e-08,1287356.5647365279,0.10818537030049481
Antonio Sabato Jr.,19,6,28.0,7.0,4,7.0,7.0,7.0,7.0,8,7.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,17,Italy,Unknown,0,8.0,0.9444444444444444,11.0,0.36383637363636323,1361627.1357790197,495409.4793267065
Tommy Chong,19,6,28.0,7.0,4,7.0,7.0,7.0,7.0,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,8.0,0.9444444444444444,11.0,0.36383637363636306,1361627.1357790197,495409.47932670626
Michael Waltrip,19,6,30.0,7.5,4,8.0,7.0,8.0,7.0,7,8.0,False,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,7.0,0.7777777777777778,11.0,0.18201819181818144,1361627.1357790197,247840.9091850666
Alfonso Ribeiro,19,6,39.0,9.75,4,10.0,10.0,9.0,10.0,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,1.0,0.1111111111111111,11.0,0.09010901090909042,1361627.1357790197,122694.87443202523
Lea Thompson,19,6,32.0,8.0,4,8.0,8.0,8.0,8.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,5.0,0.6111111111111112,11.0,0.00020001000000048977,1361627.1357790197,272.3390434278286
Janel Parrish,19,6,33.0,8.25,4,8.0,7.0,9.0,9.0,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,4.0,0.4444444444444444,11.0,1.000000049346943e-08,1361627.1357790197,0.013616272029711562
Jonathan Bennett,19,6,32.0,8.0,4,8.0,8.0,8.0,8.0,9,6.0,True,Actor/Actress,Entertainment,33,26-35,Allison Holker,0,United States,Ohio,1,5.0,0.6111111111111112,11.0,1.000000044912556e-08,1361627.1357790197,0.013616271969331748
Sadie Robertson,19,6,35.0,8.75,4,9.0,10.0,8.0,8.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,3.0,0.3333333333333333,11.0,1.0000000428417299e-08,1361627.1357790197,0.013616271941134817
Bethany Mota,19,6,36.0,9.0,4,9.0,9.0,9.0,9.0,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,2.0,0.2222222222222222,11.0,1.0000000001675324e-08,1361627.1357790197,0.013616271360071363
Bethany Mota,19,7,37.5,9.375,4,9.5,9.0,9.5,9.5,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,1.0,0.125,11.0,0.8260110561417211,1435897.706821512,1186067.3813231124
Michael Waltrip,19,7,28.0,7.0,4,7.0,7.0,7.0,7.0,7,8.0,False,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,8.0,1.0,11.0,0.15809474684210514,1435897.706821512,227007.88445110625
Lea Thompson,19,7,35.0,8.75,4,8.5,8.5,9.0,9.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,2.0,0.25,11.0,0.015894147016173754,1435897.706821512,22822.36925240787
Antonio Sabato Jr.,19,7,29.5,7.375,4,7.0,7.5,7.5,7.5,8,7.0,True,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,17,Italy,Unknown,0,7.0,0.875,11.0,1.0000000042549757e-08,1435897.706821512,0.014358977129312219
Tommy Chong,19,7,30.0,7.5,4,7.5,7.5,7.5,7.5,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,6.0,0.75,11.0,1.0000000022329387e-08,1435897.706821512,0.014358977100277835
Janel Parrish,19,7,33.5,8.375,4,8.5,8.0,8.5,8.5,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,4.0,0.5,11.0,1.0000000001675335e-08,1435897.706821512,0.01435897707062073
Alfonso Ribeiro,19,7,34.0,8.5,4,8.5,8.5,8.5,8.5,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,3.0,0.375,11.0,1.0000000001675335e-08,1435897.706821512,0.01435897707062073
Sadie Robertson,19,7,31.0,7.75,4,7.5,7.5,8.0,8.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,5.0,0.625,11.0,1e-08,1435897.706821512,0.01435897706821512
Janel Parrish,19,8,43.0,10.75,4,10.75,10.75,10.75,10.75,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,1.0,0.1428571428571428,11.0,0.8390121541935994,1510168.277864004,1267049.5400055163
Alfonso Ribeiro,19,8,41.0,10.25,4,10.75,9.75,9.75,10.75,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,2.0,0.2857142857142857,11.0,0.11354794752675135,1510168.277864004,171476.50837146636
Bethany Mota,19,8,40.0,10.0,4,9.75,9.75,9.75,10.75,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,3.0,0.4285714285714285,11.0,0.04177195548230554,1510168.277864004,63082.682073725206
Sadie Robertson,19,8,38.0,9.5,4,9.0,9.0,10.0,10.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,4.0,0.5714285714285714,11.0,0.0056532194265449965,1510168.277864004,8537.31264577279
Lea Thompson,19,8,32.0,8.0,4,8.0,8.0,8.0,8.0,6,9.0,False,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,5.0,0.7142857142857143,11.0,1.4012929958720954e-05,1510168.277864004,21.16188230359053
Tommy Chong,19,8,29.0,7.25,4,6.75,7.75,7.75,6.75,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,6.0,0.8571428571428571,11.0,6.976627018889289e-07,1510168.277864004,1.0535880810415519
Michael Waltrip,19,8,25.0,6.25,4,6.0,7.0,6.0,6.0,7,8.0,True,Racing Driver,Sports,51,46-55,Emma Slater,2,United States,Kentucky,1,7.0,1.0,11.0,1.277813811393623e-08,1510168.277864004,0.01929713882983147
Tommy Chong,19,9,28.5,7.125,4,7.0,7.5,7.0,7.0,5,10.0,False,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,6.0,1.0,11.0,0.6502000099999996,1584438.8489064956,1030202.1554033913
Janel Parrish,19,9,38.5,9.625,4,9.5,9.5,10.0,9.5,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,1.0,0.25,11.0,0.17489998,1584438.8489064956,277118.3229849691
Alfonso Ribeiro,19,9,38.5,9.625,4,9.5,9.5,9.5,10.0,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,1.0,0.25,11.0,0.17489997999999998,1584438.8489064956,277118.32298496907
Bethany Mota,19,9,37.0,9.25,4,9.0,9.5,9.5,9.0,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,3.0,0.5,11.0,1.0000000411070076e-08,1584438.8489064956,0.015844389140380354
Sadie Robertson,19,9,36.5,9.125,4,9.0,9.5,9.0,9.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,4.0,0.6666666666666666,11.0,1.0000000001675335e-08,1584438.8489064956,0.015844388491719423
Lea Thompson,19,9,35.0,8.75,4,8.5,9.0,8.5,9.0,6,9.0,True,Actor/Actress,Entertainment,53,46-55,Artem Chigvintsev,0,United States,Minnesota,1,5.0,0.8333333333333334,11.0,1e-08,1584438.8489064956,0.015844388489064956
Janel Parrish,19,10,39.0,9.75,4,9.5,9.5,10.0,10.0,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,1.0,0.2,11.0,0.5791459905307029,1658709.4199489874,960634.910018964
Bethany Mota,19,10,38.0,9.5,4,9.5,9.5,9.5,9.5,4,11.0,False,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,2.0,0.4,11.0,0.21305590335311644,1658709.4199489874,353397.8338675553
Alfonso Ribeiro,19,10,37.5,9.375,4,9.5,9.0,9.5,9.5,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,3.0,0.6,11.0,0.12922493761643677,1658709.4199489874,214346.62131670394
Sadie Robertson,19,10,37.0,9.25,4,9.0,9.5,9.5,9.0,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,4.0,0.8,11.0,0.0783788866638213,1658709.4199489874,130007.79763439445
Tommy Chong,19,10,31.0,7.75,4,8.0,7.5,8.0,7.5,5,10.0,True,Comedian,Entertainment,76,>55,Peta Murgatroyd,6,Canada,Unknown,0,5.0,1.0,11.0,0.00019428183592263285,1658709.4199489874,322.25711136985467
Alfonso Ribeiro,19,11,40.0,10.0,4,10.0,10.0,10.0,10.0,1,,False,Actor/Actress,Entertainment,42,36-45,Witney Carson,1,United States,New York,1,1.0,0.25,11.0,0.4959112553750436,1732979.9909914797,859404.2828724164
Sadie Robertson,19,11,39.333200000000005,9.8333,4,10.0,9.6666,10.0,9.6666,2,,False,TV Personality,Media,17,≤25,Mark Ballas,14,United States,Louisiana,1,2.0,0.5,11.0,0.25457538238318156,1732979.9909914797,441174.0438690585
Janel Parrish,19,11,38.99980000000001,9.749950000000002,4,9.6666,10.0,9.6666,9.6666,3,,False,Actor/Actress,Entertainment,25,≤25,Valentin Chmerkovskiy,6,United States,Hawaii,1,3.0,0.75,11.0,0.18239907203536912,1732979.9909914797,316093.94221270824
Bethany Mota,19,11,38.0,9.5,4,9.5,9.5,9.5,9.5,4,11.0,True,Social Media Personality,Media,18,≤25,Derek Hough,13,United States,California,1,4.0,1.0,11.0,0.06711429020640569,1732979.9909914797,116307.7220372965
Rumer Willis,20,1,32.0,8.0,4,8.0,8.0,8.0,8.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,1.0,0.0833333333333333,10.0,0.652829695125572,979056.6769266778,639157.2719086987
Riker Lynch,20,1,31.0,7.75,4,8.0,7.0,8.0,8.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,2.0,0.1666666666666666,10.0,0.2401626234229185,979056.6769266778,235132.8200104357
Nastia Liukin,20,1,30.0,7.5,4,7.0,7.0,8.0,8.0,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,3.0,0.25,10.0,0.0883508916950908,979056.6769266778,86500.53042650443
Robert Herjavec,20,1,28.0,7.0,4,7.0,7.0,7.0,7.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,4.0,0.3333333333333333,10.0,0.011956992951762403,979056.6769266778,11706.573785388207
Michael Sam,20,1,26.0,6.5,4,6.0,6.0,7.0,7.0,10,4.0,False,Athlete,Sports,25,≤25,Peta Murgatroyd,7,United States,Texas,1,5.0,0.5,10.0,0.0016182030277849468,979056.6769266778,1584.3124789758185
Noah Galloway,20,1,26.0,6.5,4,7.0,6.0,6.0,7.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,5.0,0.5,10.0,0.0016182030277849468,979056.6769266778,1584.3124789758185
Chris Soules,20,1,26.0,6.5,4,7.0,6.0,6.0,7.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,5.0,0.5,10.0,0.0016182030277849468,979056.6769266778,1584.3124789758185
Patti LaBelle,20,1,25.0,6.25,4,7.0,6.0,6.0,6.0,8,6.0,False,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,8.0,0.75,10.0,0.0005953036255634622,979056.6769266778,582.8359894065666
Willow Shields,20,1,25.0,6.25,4,6.0,6.0,6.0,7.0,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,8.0,0.75,10.0,0.0005953036255634622,979056.6769266778,582.8359894065666
Suzanne Somers,20,1,25.0,6.25,4,6.0,6.0,6.0,7.0,9,5.0,False,Actor/Actress,Entertainment,68,>55,Tony Dovolani,18,United States,California,1,8.0,0.75,10.0,0.0005953036255634622,979056.6769266778,582.8359894065666
Redfoo,20,1,22.0,5.5,4,6.0,5.0,5.0,6.0,12,2.0,False,Singer/Rapper,Entertainment,39,36-45,Emma Slater,3,United States,California,1,11.0,0.9583333333333334,10.0,2.9638422305565368e-05,979056.6769266778,29.017695251836354
Charlotte McKinney,20,1,22.0,5.5,4,6.0,5.0,5.0,6.0,11,3.0,False,Model,Model,21,≤25,Keo Motsepe,1,United States,Florida,1,11.0,0.9583333333333334,10.0,2.9638422305565368e-05,979056.6769266778,29.017695251836354
Nastia Liukin,20,2,34.0,8.5,4,9.0,8.0,8.0,9.0,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,1.0,0.0833333333333333,10.0,0.6816829924423302,1060644.7333372345,723023.4757395233
Riker Lynch,20,2,32.0,8.0,4,8.0,8.0,8.0,8.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,2.0,0.25,10.0,0.09225576085976447,1060644.7333372345,97850.58687592857
Willow Shields,20,2,32.0,8.0,4,8.0,8.0,8.0,8.0,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,2.0,0.25,10.0,0.09225576085976447,1060644.7333372345,97850.58687592857
Rumer Willis,20,2,32.0,8.0,4,8.0,8.0,8.0,8.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,2.0,0.25,10.0,0.09225576085976447,1060644.7333372345,97850.58687592857
Redfoo,20,2,31.0,7.75,4,8.0,7.0,8.0,8.0,12,2.0,True,Singer/Rapper,Entertainment,39,36-45,Emma Slater,3,United States,California,1,5.0,0.4166666666666667,10.0,0.033938997749936375,1060644.7333372345,35997.21921821427
Patti LaBelle,20,2,28.0,7.0,4,7.0,7.0,7.0,7.0,8,6.0,False,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,6.0,0.625,10.0,0.0016897232013128626,1060644.7333372345,1792.1960142702194
Robert Herjavec,20,2,28.0,7.0,4,7.0,7.0,7.0,7.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,6.0,0.625,10.0,0.0016897232013128626,1060644.7333372345,1792.1960142702194
Michael Sam,20,2,28.0,7.0,4,7.0,7.0,7.0,7.0,10,4.0,False,Athlete,Sports,25,≤25,Peta Murgatroyd,7,United States,Texas,1,6.0,0.625,10.0,0.0016897232013128626,1060644.7333372345,1792.1960142702194
Suzanne Somers,20,2,28.0,7.0,4,7.0,7.0,7.0,7.0,9,5.0,False,Actor/Actress,Entertainment,68,>55,Tony Dovolani,18,United States,California,1,6.0,0.625,10.0,0.0016897232013128626,1060644.7333372345,1792.1960142702194
Noah Galloway,20,2,27.0,6.75,4,7.0,6.0,7.0,7.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,10.0,0.8333333333333334,10.0,0.0006216144270333965,1060644.7333372345,659.3120681994146
Charlotte McKinney,20,2,26.0,6.5,4,7.0,6.0,7.0,6.0,11,3.0,False,Model,Model,21,≤25,Keo Motsepe,1,United States,Florida,1,11.0,0.9166666666666666,10.0,0.0002286791680411522,1060644.7333372345,242.5473552067885
Chris Soules,20,2,21.0,5.25,4,5.0,6.0,5.0,5.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,12.0,1.0,10.0,1.5408281140562424e-06,1060644.7333372345,1.6342712241516972
Riker Lynch,20,3,34.0,8.5,4,9.0,7.0,9.0,9.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,1.0,0.1363636363636363,10.0,0.3950898108858105,1142232.789747791,451284.53688902647
Nastia Liukin,20,3,34.0,8.5,4,9.0,8.0,9.0,8.0,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,1.0,0.1363636363636363,10.0,0.3950898108858105,1142232.789747791,451284.53688902647
Rumer Willis,20,3,33.0,8.25,4,8.0,9.0,8.0,8.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,3.0,0.2727272727272727,10.0,0.14533141447564296,1142232.789747791,166002.30699450613
Willow Shields,20,3,32.0,8.0,4,8.0,8.0,8.0,8.0,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,4.0,0.3636363636363636,10.0,0.05345043517639496,1142232.789747791,61052.83968476707
Noah Galloway,20,3,30.0,7.5,4,7.0,7.0,8.0,8.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,5.0,0.4545454545454545,10.0,0.007214573499981662,1142232.789747791,8240.722415724538
Robert Herjavec,20,3,29.0,7.25,4,7.0,7.0,8.0,7.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,6.0,0.5454545454545454,10.0,0.0026400889019037106,1142232.789747791,3015.5961116036574
Chris Soules,20,3,28.0,7.0,4,7.0,7.0,7.0,7.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,7.0,0.6363636363636364,10.0,0.0009572300643154236,1142232.789747791,1093.3795667934637
Patti LaBelle,20,3,22.0,5.5,4,6.0,5.0,5.0,6.0,8,6.0,False,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,10.0,0.9545454545454546,10.0,0.00020000999999999984,1142232.789747791,228.45798027745548
Suzanne Somers,20,3,25.0,6.25,4,6.0,6.0,6.0,7.0,9,5.0,False,Actor/Actress,Entertainment,68,>55,Tony Dovolani,18,United States,California,1,8.0,0.7272727272727273,10.0,2.660611014030186e-05,1142232.789747791,30.39037140989398
Michael Sam,20,3,24.0,6.0,4,6.0,6.0,6.0,6.0,10,4.0,False,Athlete,Sports,25,≤25,Peta Murgatroyd,7,United States,Texas,1,9.0,0.8181818181818182,10.0,1.0000000000001598e-08,1142232.789747791,0.011422327897479734
Charlotte McKinney,20,3,22.0,5.5,4,6.0,5.0,5.0,6.0,11,3.0,True,Model,Model,21,≤25,Keo Motsepe,1,United States,Florida,1,10.0,0.9545454545454546,10.0,1e-08,1142232.789747791,0.01142232789747791
Willow Shields,20,4,39.0,9.75,4,10.0,9.0,10.0,10.0,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,1.0,0.1,10.0,0.5827332433333332,1223820.8461583473,713161.0909407979
Chris Soules,20,4,27.0,6.75,4,7.0,6.0,7.0,7.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,10.0,1.0,10.0,0.25020001000000003,1223820.8461583473,306199.987947027
Suzanne Somers,20,4,28.0,7.0,4,7.0,7.0,7.0,7.0,9,5.0,False,Actor/Actress,Entertainment,68,>55,Tony Dovolani,18,United States,California,1,9.0,0.9,10.0,0.16686667666666657,1223820.8461583473,204214.91743383123
Patti LaBelle,20,4,30.0,7.5,4,8.0,7.0,7.0,8.0,8,6.0,False,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,7.0,0.75,10.0,0.00020000999999979802,1223820.8461583473,244.77640743988385
Michael Sam,20,4,30.0,7.5,4,7.0,7.0,8.0,8.0,10,4.0,True,Athlete,Sports,25,≤25,Peta Murgatroyd,7,United States,Texas,1,7.0,0.75,10.0,1.0000000286183531e-08,1223820.8461583473,0.012238208811820845
Noah Galloway,20,4,32.0,8.0,4,8.0,8.0,8.0,8.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,6.0,0.6,10.0,1.0000000096434599e-08,1223820.8461583473,0.012238208579602146
Robert Herjavec,20,4,34.0,8.5,4,8.0,9.0,8.0,9.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,4.0,0.45,10.0,1.0000000078003162e-08,1223820.8461583473,0.012238208557045369
Riker Lynch,20,4,34.0,8.5,4,8.0,8.0,9.0,9.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,4.0,0.45,10.0,1.0000000004277414e-08,1223820.8461583473,0.012238208466818262
Nastia Liukin,20,4,36.0,9.0,4,9.0,8.0,9.0,10.0,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,2.0,0.2,10.0,1.0000000001675329e-08,1223820.8461583473,0.012238208463633776
Rumer Willis,20,4,35.0,8.75,4,9.0,8.0,9.0,9.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,3.0,0.3,10.0,1.0000000001675329e-08,1223820.8461583473,0.012238208463633776
Rumer Willis,20,5,39.0,9.75,4,10.0,9.0,10.0,10.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,1.0,0.1111111111111111,10.0,0.4415716769815611,1305408.902568904,576431.5982540102
