season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week
16,3,Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,18.0,6.0,3,0.8930994691371336,0.08024262696609902,933333.3333333334,74893.11850169241,7,7.0
16,3,D. L. Hughley,Cheryl Burke,Comedian,Entertainment,Virginia,United States,50,46-55,16.0,5.333333333333333,3,0.6599884808133775,0.06805515923667795,933333.3333333334,63518.14862089942,9,5.0
16,3,Wynonna Judd,Tony Dovolani,Singer/Rapper,Entertainment,Kentucky,United States,48,46-55,15.0,5.0,3,0.5951096220892078,0.06463669597433444,933333.3333333334,60327.58290937881,11,3.0
16,4,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,27.0,9.0,3,0.9799384458372502,0.11913928498821505,1000000.0,119139.28498821505,4,10.0
16,4,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,26.0,8.666666666666666,3,0.9862026299677205,0.11640880896172166,1000000.0,116408.80896172166,2,
16,4,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,26.0,8.666666666666666,3,0.9847289620832621,0.11632306659292731,1000000.0,116323.06659292731,1,
16,4,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,24.0,8.0,3,0.9797570944717902,0.10876019304790346,1000000.0,108760.19304790346,3,
16,4,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,23.0,7.666666666666667,3,0.9751147816977954,0.10459667601286,1000000.0,104596.67601286,5,9.0
16,4,D. L. Hughley,Cheryl Burke,Comedian,Entertainment,Virginia,United States,50,46-55,21.0,7.0,3,0.924636763336069,0.0946422721889935,1000000.0,94642.2721889935,9,5.0
16,4,Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,21.0,7.0,3,0.891358320706797,0.09308052761548227,1000000.0,93080.52761548228,7,7.0
16,4,Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,20.0,6.666666666666667,3,0.9362269359644061,0.09193694155207267,1000000.0,91936.94155207268,6,8.0
16,4,Victor Ortiz,Lindsay Arnold,Athlete,Sports,Kansas,United States,26,26-35,18.0,6.0,3,0.8083323592223941,0.08133880122789325,1000000.0,81338.80122789324,8,6.0
16,4,Lisa Vanderpump,Gleb Savchenko,TV Personality,Media,Unknown,England,52,46-55,18.0,6.0,3,0.6130832541110858,0.07377342781193068,1000000.0,73773.42781193068,10,4.0
16,5,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,29.0,9.666666666666666,3,0.9768607179497075,0.13375492820418347,1066666.6666666667,142671.9234177957,2,
16,5,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,27.0,9.0,3,0.9758107863849353,0.127820879173792,1066666.6666666667,136342.27111871148,1,
16,5,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,26.0,8.666666666666666,3,0.9735518033871922,0.12429538125207422,1066666.6666666667,132581.74000221252,3,
16,5,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,25.0,8.333333333333334,3,0.9812457507754008,0.12117784781728275,1066666.6666666667,129256.37100510161,4,10.0
16,5,Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,24.0,8.0,3,0.973494987375669,0.11703128935297874,1066666.6666666667,124833.37530984399,6,8.0
16,5,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,21.0,7.0,3,0.9056313312499686,0.10302726956871372,1066666.6666666667,109895.75420662797,5,9.0
16,5,Victor Ortiz,Lindsay Arnold,Athlete,Sports,Kansas,United States,26,26-35,21.0,7.0,3,0.8908146380941394,0.10226682813360126,1066666.6666666667,109084.61667584135,8,6.0
16,5,Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,18.0,6.0,3,0.6992807366763398,0.08608647648959819,1066666.6666666667,91825.57492223808,7,7.0
16,5,D. L. Hughley,Cheryl Burke,Comedian,Entertainment,Virginia,United States,50,46-55,18.0,6.0,3,0.6630043721020981,0.08453910000777559,1066666.6666666667,90175.04000829397,9,5.0
16,6,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,27.0,9.0,3,0.9801401629109547,0.15138541481404216,1133333.3333333333,171570.13678924777,1,
16,6,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,26.0,8.666666666666666,3,0.9699855962616851,0.1452079673036552,1133333.3333333333,164569.02961080923,4,10.0
16,6,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,25.5,8.5,3,0.9724239123718379,0.14231971603489657,1133333.3333333333,161295.67817288276,2,
16,6,Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,23.0,7.666666666666667,3,0.9228166600113996,0.12251068395660164,1133333.3333333333,138845.44181748186,6,8.0
16,6,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,23.0,7.666666666666667,3,0.8653565644750509,0.1190410265221761,1133333.3333333333,134913.16339179958,5,9.0
16,6,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,22.5,7.5,3,0.9084569416868794,0.11859328119640865,1133333.3333333333,134405.71868926313,3,
16,6,Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,21.5,7.166666666666667,3,0.8255032233890702,0.10856655652037323,1133333.3333333333,123042.09738975631,7,7.0
16,6,Victor Ortiz,Lindsay Arnold,Athlete,Sports,Kansas,United States,26,26-35,20.0,6.666666666666667,3,0.6152544808190298,0.09237535365184649,1133333.3333333333,104692.06747209268,8,6.0
16,7,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,32.0,10.666666666666666,3,0.971513099933806,0.1734636676159418,1200000.0,208156.40113913018,4,10.0
16,7,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,30.0,10.0,3,0.9615647465384399,0.16575298705328909,1200000.0,198903.5844639469,2,
16,7,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,29.0,9.666666666666666,3,0.9538184384816314,0.16140189811568087,1200000.0,193682.27773881704,1,
16,7,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,27.0,9.0,3,0.9203441069057854,0.15116251700314562,1200000.0,181395.02040377475,3,
16,7,Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,24.0,8.0,3,0.798011830492339,0.13196929524936543,1200000.0,158363.15429923852,6,8.0
16,7,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,25.0,8.333333333333334,3,0.6778212534601864,0.12734139087808263,1200000.0,152809.66905369915,5,9.0
16,7,Andy Dick,Sharna Burgess,Comedian,Entertainment,South Carolina,United States,47,46-55,17.0,5.666666666666667,3,0.26164104719836173,0.08890824408449458,1200000.0,106689.8929013935,7,7.0
16,8,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,29.0,9.666666666666666,3,0.9608081136168811,0.19643520128259817,1266666.6666666665,248817.92162462432,2,
16,8,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,28.0,9.333333333333334,3,0.9718593359346397,0.19073651051498824,1266666.6666666665,241599.57998565174,4,10.0
16,8,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,27.5,9.166666666666666,3,0.9540746531144055,0.1854652099230956,1266666.6666666665,234922.59923592105,1,
16,8,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,26.0,8.666666666666666,3,0.927070668876813,0.1720589778215816,1266666.6666666665,217941.37190733667,3,
16,8,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,24.0,8.0,3,0.6545990263220706,0.13840775496583604,1266666.6666666665,175316.4896233923,5,9.0
16,8,Sean Lowe,Peta Murgatroyd,TV Personality,Media,Texas,United States,29,26-35,21.0,7.0,3,0.5003404122995138,0.11689634549190028,1266666.6666666665,148068.70428974033,6,8.0
16,9,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,29.5,9.833333333333334,3,0.9436280529973745,0.23464516684626263,1333333.3333333335,312860.22246168356,3,
16,9,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,29.5,9.833333333333334,3,0.9392616582568896,0.2341334489289217,1333333.3333333335,312177.931905229,4,10.0
16,9,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,29.0,9.666666666666666,3,0.853879783240817,0.21703384554461946,1333333.3333333335,289378.46072615933,1,
16,9,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,27.5,9.166666666666666,3,0.7258331249002398,0.18283555936940288,1333333.3333333335,243780.74582587054,2,
16,9,Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,25.5,8.5,3,0.2919869595996259,0.1313519793107934,1333333.3333333335,175135.97241439123,5,9.0
16,10,Zendaya,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,16,≤25,30.0,10.0,3,0.9339410324619034,0.290444222931347,1400000.0,406621.9121038858,2,
16,10,Kellie Pickler,Derek Hough,Singer/Rapper,Entertainment,North Carolina,United States,26,26-35,30.0,10.0,3,0.9331632820665804,0.29033129833495536,1400000.0,406463.8176689375,1,
16,10,Alexandra Raisman,Mark Ballas,Athlete,Sports,Massachusetts,United States,18,≤25,29.0,9.666666666666666,3,0.7409879194405594,0.23259169832353926,1400000.0,325628.37765295495,4,10.0
16,10,Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,27.9999,9.3333,3,0.522579500085167,0.18663278041015846,1400000.0,261285.89257422186,3,
17,1,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,27.0,9.0,3,0.9843771455847481,0.09838208066400995,800000.0,78705.66453120796,1,
17,1,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,24.0,8.0,3,0.9878817420925297,0.09131998179419473,800000.0,73055.98543535579,2,
17,1,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,24.0,8.0,3,0.987688304768177,0.09131114987483822,800000.0,73048.91989987058,6,9.0
17,1,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,23.0,7.666666666666667,3,0.9889041260962019,0.08846502161849502,800000.0,70772.01729479602,3,
17,1,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,23.0,7.666666666666667,3,0.9889041260962019,0.08846502161849502,800000.0,70772.01729479602,8,7.0
17,1,Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,22.0,7.333333333333333,3,0.9873279028057048,0.08540144903384518,800000.0,68321.15922707615,9,5.0
17,1,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,22.0,7.333333333333333,3,0.9868140121115655,0.08537950834778224,800000.0,68303.6066782258,7,8.0
17,1,Valerie Harper,Tristan MacManus,Actor/Actress,Entertainment,New York,United States,74,>55,21.0,7.0,3,0.9810499973434501,0.08217410085508695,800000.0,65739.28068406956,10,4.0
17,1,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,21.0,7.0,3,0.9802610521125451,0.08214169181525979,800000.0,65713.35345220784,5,10.0
17,1,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,18.0,6.0,3,0.9485576271615953,0.07327969000505576,800000.0,58623.7520040446,4,11.0
17,1,Keyshawn Johnson,Sharna Burgess,Athlete,Sports,California,United States,41,36-45,17.0,5.666666666666667,3,0.8571481194423364,0.06815920087161376,800000.0,54527.360697291006,12,2.0
17,1,Bill Nye,Tyne Stecklein,TV Personality,Media,Washington D.C.,United States,57,>55,14.0,4.666666666666667,3,0.893482624449193,0.06552110350132315,800000.0,52416.88280105852,11,3.0
17,2,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,26.0,8.666666666666666,3,0.9788166594556993,0.09856023096094367,860000.0000000001,84761.79862641158,2,
17,2,Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,25.0,8.333333333333334,3,0.9794134058579447,0.09559427838239097,860000.0000000001,82211.07940885624,9,5.0
17,2,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,25.0,8.333333333333334,3,0.9774621215902587,0.09550105805887901,860000.0000000001,82130.90993063596,6,9.0
17,2,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,24.0,8.0,3,0.9793713689245523,0.09225256409669867,860000.0000000001,79337.20512316086,1,
17,2,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,24.0,8.0,3,0.9791752226418033,0.09224351704158168,860000.0000000001,79329.42465576026,3,
17,2,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,24.0,8.0,3,0.9763350953636754,0.09211261834133116,860000.0000000001,79216.85177354481,5,10.0
17,2,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,23.0,7.666666666666667,3,0.9566639332048914,0.08771133314075628,860000.0000000001,75431.74650105041,7,8.0
17,2,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,21.0,7.0,3,0.9158383673734107,0.07921758056901151,860000.0000000001,68127.11928934991,4,11.0
17,2,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,20.0,6.666666666666667,3,0.9205985849257208,0.07643725391277004,860000.0000000001,65736.03836498225,8,7.0
17,2,Valerie Harper,Tristan MacManus,Actor/Actress,Entertainment,New York,United States,74,>55,19.0,6.333333333333333,3,0.8273797247393772,0.07051157464226115,860000.0000000001,60639.9541923446,10,4.0
17,2,Bill Nye,Tyne Stecklein,TV Personality,Media,Washington D.C.,United States,57,>55,17.0,5.666666666666667,3,0.732723636209587,0.06377085795309588,860000.0000000001,54842.93783966247,11,3.0
17,2,Keyshawn Johnson,Sharna Burgess,Athlete,Sports,California,United States,41,36-45,18.0,6.0,3,0.42794578964282226,0.05608713290027991,860000.0000000001,48234.93429424073,12,2.0
17,3,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,27.0,9.0,3,0.9781121742211772,0.10394643559836161,920000.0,95630.72075049269,7,8.0
17,3,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,26.0,8.666666666666666,3,0.9790172146847698,0.10118580079329051,920000.0,93090.93672982727,2,
17,3,Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,26.0,8.666666666666666,3,0.9787405731521671,0.10117180566371682,920000.0,93078.06121061947,9,5.0
17,3,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,25.0,8.333333333333334,3,0.9859448429586968,0.09853133093328517,920000.0,90648.82445862236,6,9.0
17,3,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,25.0,8.333333333333334,3,0.9788719405644153,0.0981834951047833,920000.0,90328.81549640064,8,7.0
17,3,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,24.0,8.0,3,0.9721032429160862,0.09477367223095888,920000.0,87191.77845248218,4,11.0
17,3,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,24.0,8.0,3,0.9648266609033658,0.09442948453880594,920000.0,86875.12577570147,5,10.0
17,3,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,24.0,8.0,3,0.9630604881370664,0.09434613195602413,920000.0,86798.44139954221,1,
17,3,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,22.0,7.333333333333333,3,0.9120070441293632,0.08613333966264962,920000.0,79242.67248963765,3,
17,3,Bill Nye,Tyne Stecklein,TV Personality,Media,Washington D.C.,United States,57,>55,16.0,5.333333333333333,3,0.6086383560314509,0.06395742653333256,920000.0,58840.83241066595,11,3.0
17,3,Valerie Harper,Tristan MacManus,Actor/Actress,Entertainment,New York,United States,74,>55,16.0,5.333333333333333,3,0.5892711412449971,0.0633410769847914,920000.0,58273.79082600809,10,4.0
17,4,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,27.0,9.0,3,0.9847289620832621,0.11548733798542432,980000.0,113177.59122571583,2,
17,4,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,27.0,9.0,3,0.9748979303613236,0.11492105108018033,980000.0,112622.63005857673,6,9.0
17,4,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,27.0,9.0,3,0.9738589258684418,0.11486136484089088,980000.0,112564.13754407306,1,
17,4,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,24.0,8.0,3,0.9833341919104903,0.10306052746565007,980000.0,100999.31691633708,5,10.0
17,4,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,24.0,8.0,3,0.9762906814352946,0.10269821188113808,980000.0,100644.24764351532,8,7.0
17,4,Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,24.0,8.0,3,0.9741165882726206,0.1025866347967346,980000.0,100534.90210079991,9,5.0
17,4,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,24.0,8.0,3,0.9732003870118165,0.10253965055723993,980000.0,100488.85754609513,3,
17,4,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,21.0,7.0,3,0.936998211686773,0.08944257081505165,980000.0,87653.71939875062,7,8.0
17,4,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,21.0,7.0,3,0.9238869846949569,0.08885813764275549,980000.0,87080.97488990038,4,11.0
17,4,Valerie Harper,Tristan MacManus,Actor/Actress,Entertainment,New York,United States,74,>55,18.0,6.0,3,0.4743706792697879,0.0655445129349347,980000.0,64233.622676236,10,4.0
17,5,Christina Milian,Mark Ballas,Singer/Rapper,Entertainment,New Jersey,United States,31,26-35,28.0,9.333333333333334,3,0.9768295319100898,0.12549656442638524,1040000.0,130516.42700344065,9,5.0
17,5,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,28.0,9.333333333333334,3,0.975281271754981,0.1253994513551575,1040000.0,130415.42940936382,2,
17,5,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,27.0,9.0,3,0.9791658048463266,0.11879014133749967,1040000.0,123541.74699099966,7,8.0
17,5,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,27.0,9.0,3,0.9774610477591532,0.11868893031101552,1040000.0,123436.48752345613,3,
17,5,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,27.0,9.0,3,0.9768090481259821,0.11865024404770337,1040000.0,123396.2538096115,8,7.0
17,5,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,26.0,8.666666666666666,3,0.960046588668582,0.11051281309029208,1040000.0,114933.32561390377,6,9.0
17,5,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,26.0,8.666666666666666,3,0.9576579482734147,0.11038090419193693,1040000.0,114796.14035961441,1,
17,5,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,24.0,8.0,3,0.7754633890387201,0.08976475700089108,1040000.0,93355.34728092673,4,11.0
17,5,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,22.0,7.333333333333333,3,0.7469293334887064,0.08231619423911869,1040000.0,85608.84200868344,5,10.0
17,6,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,31.9998,10.6666,3,0.972747749369983,0.14435861839546,1100000.0,158794.480235006,6,9.0
17,6,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,31.9999,10.666633333333332,3,0.9655585312323316,0.14384111075728212,1100000.0,158225.22183301032,1,
17,6,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,31.0,10.333333333333334,3,0.9731969295337761,0.13933008090434362,1100000.0,153263.088994778,7,8.0
17,6,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,30.0,10.0,3,0.9712897122045034,0.13368656858837139,1100000.0,147055.22544720853,8,7.0
17,6,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,27.9999,9.3333,3,0.9005787016242374,0.11831633850359177,1100000.0,130147.97235395094,5,10.0
17,6,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,26.9999,8.999966666666666,3,0.9258072010805453,0.11496948656466574,1100000.0,126466.43522113231,2,
17,6,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,26.9998,8.999933333333333,3,0.8720798603743775,0.11192165811982573,1100000.0,123113.82393180829,3,
17,6,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,23.9999,7.999966666666666,3,0.7021301102010427,0.09357613816645977,1100000.0,102933.75198310574,4,11.0
17,7,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,29.5,9.833333333333334,3,0.9567913392973909,0.14610666324905996,1160000.0000000002,169483.72936890958,2,
17,7,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,29.5,9.833333333333334,3,0.9540005666528204,0.1459029301857899,1160000.0000000002,169247.3990155163,1,
17,7,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,28.5,9.5,3,0.9712895364566964,0.1376870196439111,1160000.0000000002,159716.9427869369,7,8.0
17,7,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,28.5,9.5,3,0.9538184384816314,0.13648948611057404,1160000.0000000002,158327.80388826592,3,
17,7,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,27.0,9.0,3,0.8448382761260351,0.1150411042731392,1160000.0000000002,133447.6809568415,6,9.0
17,7,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Media,Unknown,Chile,25,≤25,27.0,9.0,3,0.7812347993382668,0.11144015881298523,1160000.0000000002,129270.58422306289,8,7.0
17,7,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,26.5,8.833333333333334,3,0.8008445731389461,0.10853518026458461,1160000.0000000002,125900.80910691818,5,10.0
17,7,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,25.0,8.333333333333334,3,0.7789850011946473,0.09879745745995579,1160000.0000000002,114605.05065354874,4,11.0
17,8,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,30.0,10.0,3,0.9582084942851008,0.1675203948579734,1220000.0000000002,204374.8817267276,2,
17,8,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,30.0,10.0,3,0.9550509854607389,0.16725612995504108,1220000.0000000002,204052.47854515017,3,
17,8,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,28.0,9.333333333333334,3,0.9508952090178079,0.15163950069757173,1220000.0000000002,185000.19085103754,1,
17,8,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,28.0,9.333333333333334,3,0.9450312325378911,0.15119554661692466,1220000.0000000002,184458.56687264814,5,10.0
17,8,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Entertainment,Ohio,United States,28,26-35,27.0,9.0,3,0.6951292730486183,0.12640352583983314,1220000.0000000002,154212.30152459646,7,8.0
17,8,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,25.0,8.333333333333334,3,0.7982378770773151,0.12069583817397501,1220000.0000000002,147248.92257224955,6,9.0
17,8,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,24.0,8.0,3,0.7808588501139127,0.11528906385868098,1220000.0000000002,140652.65790759082,4,11.0
17,9,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,29.0,9.666666666666666,3,0.9562690486319216,0.19671083503068884,1280000.0,251789.86883928173,2,
17,9,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Michigan,United States,39,36-45,28.0,9.333333333333334,3,0.869630302921206,0.1813722539665253,1280000.0,232156.48507715238,6,9.0
17,9,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,27.0,9.0,3,0.896410077355726,0.17624437206151836,1280000.0,225592.7962387435,5,10.0
17,9,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,27.0,9.0,3,0.8927225666441426,0.17591971993811686,1280000.0,225177.2415207896,3,
17,9,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,25.5,8.5,3,0.7318526664362611,0.15195512395250596,1280000.0,194502.55865920763,1,
17,9,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,21.0,7.0,3,0.5217996518214933,0.11779769505064461,1280000.0,150781.04966482508,4,11.0
17,10,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,39.5,9.875,4,0.9310084806048123,0.24048255923087677,1339999.9999999998,322246.62936937483,1,
17,10,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,37.5,9.375,4,0.9463771486929117,0.22973822659882223,1339999.9999999998,307849.2236424217,2,
17,10,Jack Osbourne,Cheryl Burke,TV Personality,Media,Unknown,England,27,26-35,35.5,8.875,4,0.8956703010925794,0.2103423360920311,1339999.9999999998,281858.7303633216,3,
17,10,Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,30.0,7.5,4,0.6791239362756323,0.160783813914863,1339999.9999999998,215450.31064591635,4,11.0
17,10,Leah Remini,Tony Dovolani,Actor/Actress,Entertainment,New York,United States,43,36-45,32.5,8.125,4,0.522897696450612,0.15865306416340683,1339999.9999999998,212595.10597896512,5,10.0
17,11,Amber Riley,Derek Hough,Actor/Actress,Entertainment,California,United States,27,26-35,31.3332,10.4444,3,0.8018931956278152,0.27556687778462563,1400000.0,385793.6288984759,1,
17,11,Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,29.6664,9.8888,3,0.944661547970791,0.27526770540525863,1400000.0,385374.7875673621,2,
