season,week,method,w_judge,n_contestants,excitement_var
25,8,attention,0.7,6,0.1468644457796769
25,9,attention,0.7,5,0.193237416422125
25,10,attention,0.7,4,0.2253319942243683
26,1,attention,0.7,10,0.15733318208456037
26,2,attention,0.7,8,0.11057843958699808
26,3,attention,0.7,6,0.11784191040032099
26,4,attention,0.7,3,0.2500000124802315
27,1,attention,0.7,13,0.10733451022203784
27,2,attention,0.7,12,0.13894107676353976
27,3,attention,0.7,11,0.10139024358846618
27,4,attention,0.7,10,0.08407878773438446
27,5,attention,0.7,9,0.10260491502514053
27,6,attention,0.7,9,0.17051613373840507
27,7,attention,0.7,8,0.11799129743997883
27,8,attention,0.7,6,0.19899369342302617
27,9,attention,0.7,4,0.22921410558919217
28,1,attention,0.7,12,0.08809558886980606
28,2,attention,0.7,12,0.07584531364616977
28,3,attention,0.7,10,0.12050077464309683
28,4,attention,0.7,10,0.15506895097959095
28,5,attention,0.7,9,0.10335139296516
28,6,attention,0.7,9,0.1042604086307805
28,7,attention,0.7,8,0.10890034195616975
28,8,attention,0.7,7,0.1283255392014572
28,9,attention,0.7,6,0.13123253459327938
28,10,attention,0.7,5,0.1831574234080533
28,11,attention,0.7,4,0.18518508058238103
29,1,attention,0.7,15,0.09672760252122495
29,2,attention,0.7,15,0.08563880239723384
29,3,attention,0.7,14,0.07710348319324403
29,4,attention,0.7,13,0.11782418951924474
29,5,attention,0.7,12,0.07617150205772506
29,6,attention,0.7,11,0.14438619446529155
29,7,attention,0.7,10,0.0733098494738223
29,8,attention,0.7,8,0.12349764465742498
29,9,attention,0.7,7,0.1657616303754011
29,10,attention,0.7,6,0.1509339103619454
29,11,attention,0.7,4,0.24999999266769568
30,1,attention,0.7,15,0.05801821351153448
30,2,attention,0.7,15,0.06238498923719892
30,3,attention,0.7,14,0.10523539945944645
30,4,attention,0.7,13,0.08956433726835657
30,5,attention,0.7,11,0.08971675347416773
30,6,attention,0.7,10,0.09505986108057009
30,7,attention,0.7,9,0.07889198763802571
30,8,attention,0.7,8,0.1310151941742383
30,9,attention,0.7,6,0.12689299467168183
30,10,attention,0.7,4,0.22918972159666737
31,1,attention,0.7,16,0.09218848427296093
31,2,attention,0.7,15,0.10533551565033547
31,3,attention,0.7,14,0.10922475121614157
31,4,attention,0.7,13,0.09715032267367542
31,5,attention,0.7,12,0.1300129314394806
31,6,attention,0.7,10,0.08583920154340757
31,7,attention,0.7,9,0.09183822868397228
31,8,attention,0.7,8,0.13667746342895462
31,9,attention,0.7,6,0.14042236185348883
31,10,attention,0.7,4,0.3333333333333333
32,1,attention,0.7,14,0.12033344108115236
32,2,attention,0.7,13,0.11088985837757721
32,3,attention,0.7,12,0.14028149338975762
32,4,attention,0.7,11,0.10901058614985515
32,5,attention,0.7,10,0.1286491030776123
32,6,attention,0.7,9,0.1271796308904618
32,7,attention,0.7,8,0.17755725456473379
32,8,attention,0.7,7,0.12931019338613184
32,9,attention,0.7,6,0.17653270094780804
32,10,attention,0.7,5,0.15418987402434176
32,11,attention,0.7,5,0.17748219942943827
33,1,attention,0.7,13,0.08597652659622086
33,2,attention,0.7,13,0.10366348949184932
33,3,attention,0.7,11,0.10240633672356855
33,4,attention,0.7,9,0.10946988418072506
33,5,attention,0.7,8,0.15785956243689753
33,6,attention,0.7,7,0.16551145862617364
33,7,attention,0.7,6,0.15126217332000116
33,8,attention,0.7,5,0.220025645741766
33,9,attention,0.7,5,0.16873686963919207
34,1,attention,0.7,14,0.12142487790200332
34,2,attention,0.7,14,0.10569222415749106
34,3,attention,0.7,12,0.09011628349253095
34,4,attention,0.7,11,0.07739981878419323
34,5,attention,0.7,10,0.09290261360264424
34,6,attention,0.7,10,0.10316669361649115
34,7,attention,0.7,9,0.11237313174724133
34,8,attention,0.7,8,0.1232128135612007
34,9,attention,0.7,7,0.15978325313542718
34,10,attention,0.7,6,0.16865924910435523
34,11,attention,0.7,5,0.14443959285318492
